ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.7% to 40.9%,2/1/2022 12:00:00 AM,$0.04,$0.06,$0.04,$0.05,4679
41.6% to 41.8%,2/1/2022 12:00:00 AM,$0.25,$0.48,$0.24,$0.44,5352
40.6% or lower,2/1/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.02,8538
41.0% to 41.2%,2/1/2022 12:00:00 AM,$0.10,$0.14,$0.08,$0.10,3577
41.3% to 41.5%,2/1/2022 12:00:00 AM,$0.21,$0.30,$0.16,$0.25,3248
41.9% to 42.1%,2/1/2022 12:00:00 AM,$0.23,$0.27,$0.12,$0.15,6377
42.2% to 42.4%,2/1/2022 12:00:00 AM,$0.14,$0.17,$0.04,$0.08,4846
42.5% to 42.7%,2/1/2022 12:00:00 AM,$0.07,$0.11,$0.01,$0.01,7955
42.8% or higher,2/1/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,7015
40.7% to 40.9%,2/2/2022 12:00:00 AM,$0.05,$0.06,$0.01,$0.01,8566
41.6% to 41.8%,2/2/2022 12:00:00 AM,$0.44,$0.99,$0.23,$0.99,35594
40.6% or lower,2/2/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,4909
41.0% to 41.2%,2/2/2022 12:00:00 AM,$0.10,$0.11,$0.01,$0.01,11953
41.3% to 41.5%,2/2/2022 12:00:00 AM,$0.25,$0.30,$0.01,$0.01,15931
41.9% to 42.1%,2/2/2022 12:00:00 AM,$0.15,$0.79,$0.01,$0.01,22316
42.2% to 42.4%,2/2/2022 12:00:00 AM,$0.08,$0.10,$0.01,$0.01,8423
42.5% to 42.7%,2/2/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6121
42.8% or higher,2/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5182
40.7% to 40.9%,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.6% to 41.8%,2/3/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,43
40.6% or lower,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.0% to 41.2%,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
41.3% to 41.5%,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
41.9% to 42.1%,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1038
42.2% to 42.4%,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.5% to 42.7%,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.8% or higher,2/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
