ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.4% to 41.6%,3/18/2022 12:00:00 AM,$0.15,$0.26,$0.14,$0.18,5123
42.3% to 42.5%,3/18/2022 12:00:00 AM,$0.16,$0.17,$0.09,$0.14,5093
41.3% or lower,3/18/2022 12:00:00 AM,$0.14,$0.23,$0.13,$0.17,5947
41.7% to 41.9%,3/18/2022 12:00:00 AM,$0.19,$0.23,$0.17,$0.22,3474
42.0% to 42.2%,3/18/2022 12:00:00 AM,$0.19,$0.20,$0.15,$0.20,2865
42.6% to 42.8%,3/18/2022 12:00:00 AM,$0.11,$0.12,$0.09,$0.09,7427
42.9% to 43.1%,3/18/2022 12:00:00 AM,$0.09,$0.10,$0.02,$0.03,11727
43.2% to 43.4%,3/18/2022 12:00:00 AM,$0.06,$0.07,$0.01,$0.01,6277
43.5% or higher,3/18/2022 12:00:00 AM,$0.04,$0.04,$0.01,$0.01,7056
41.4% to 41.6%,3/19/2022 12:00:00 AM,$0.18,$0.19,$0.16,$0.16,863
42.3% to 42.5%,3/19/2022 12:00:00 AM,$0.14,$0.16,$0.14,$0.14,1069
41.3% or lower,3/19/2022 12:00:00 AM,$0.17,$0.19,$0.14,$0.15,1313
41.7% to 41.9%,3/19/2022 12:00:00 AM,$0.22,$0.22,$0.20,$0.21,569
42.0% to 42.2%,3/19/2022 12:00:00 AM,$0.20,$0.23,$0.19,$0.21,1583
42.6% to 42.8%,3/19/2022 12:00:00 AM,$0.09,$0.12,$0.07,$0.11,3619
42.9% to 43.1%,3/19/2022 12:00:00 AM,$0.03,$0.06,$0.03,$0.04,786
43.2% to 43.4%,3/19/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2141
43.5% or higher,3/19/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3381
41.4% to 41.6%,3/20/2022 12:00:00 AM,$0.16,$0.18,$0.15,$0.16,991
42.3% to 42.5%,3/20/2022 12:00:00 AM,$0.14,$0.17,$0.14,$0.17,1562
41.3% or lower,3/20/2022 12:00:00 AM,$0.15,$0.15,$0.10,$0.11,1913
41.7% to 41.9%,3/20/2022 12:00:00 AM,$0.21,$0.22,$0.20,$0.22,886
42.0% to 42.2%,3/20/2022 12:00:00 AM,$0.21,$0.23,$0.20,$0.23,1110
42.6% to 42.8%,3/20/2022 12:00:00 AM,$0.11,$0.13,$0.07,$0.11,1360
42.9% to 43.1%,3/20/2022 12:00:00 AM,$0.04,$0.07,$0.02,$0.03,2873
43.2% to 43.4%,3/20/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5153
43.5% or higher,3/20/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1611
41.4% to 41.6%,3/21/2022 12:00:00 AM,$0.16,$0.17,$0.04,$0.05,6234
42.3% to 42.5%,3/21/2022 12:00:00 AM,$0.17,$0.29,$0.13,$0.26,7496
41.3% or lower,3/21/2022 12:00:00 AM,$0.11,$0.13,$0.02,$0.02,8527
41.7% to 41.9%,3/21/2022 12:00:00 AM,$0.22,$0.25,$0.14,$0.18,5702
42.0% to 42.2%,3/21/2022 12:00:00 AM,$0.23,$0.28,$0.18,$0.28,7040
42.6% to 42.8%,3/21/2022 12:00:00 AM,$0.11,$0.26,$0.11,$0.16,4195
42.9% to 43.1%,3/21/2022 12:00:00 AM,$0.03,$0.11,$0.03,$0.07,5750
43.2% to 43.4%,3/21/2022 12:00:00 AM,$0.01,$0.10,$0.01,$0.03,4926
43.5% or higher,3/21/2022 12:00:00 AM,$0.01,$0.06,$0.01,$0.01,6194
41.4% to 41.6%,3/22/2022 12:00:00 AM,$0.05,$0.20,$0.01,$0.20,23829
42.3% to 42.5%,3/22/2022 12:00:00 AM,$0.26,$0.48,$0.10,$0.19,25178
41.3% or lower,3/22/2022 12:00:00 AM,$0.02,$0.09,$0.01,$0.09,17615
41.7% to 41.9%,3/22/2022 12:00:00 AM,$0.18,$0.34,$0.03,$0.34,21030
42.0% to 42.2%,3/22/2022 12:00:00 AM,$0.28,$0.40,$0.11,$0.31,21514
42.6% to 42.8%,3/22/2022 12:00:00 AM,$0.16,$0.32,$0.04,$0.08,18433
42.9% to 43.1%,3/22/2022 12:00:00 AM,$0.07,$0.21,$0.01,$0.02,18390
43.2% to 43.4%,3/22/2022 12:00:00 AM,$0.03,$0.07,$0.01,$0.01,14708
43.5% or higher,3/22/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,5399
41.4% to 41.6%,3/23/2022 12:00:00 AM,$0.20,$0.55,$0.01,$0.01,33634
42.3% to 42.5%,3/23/2022 12:00:00 AM,$0.19,$0.19,$0.01,$0.01,34995
41.3% or lower,3/23/2022 12:00:00 AM,$0.09,$0.50,$0.01,$0.01,20877
41.7% to 41.9%,3/23/2022 12:00:00 AM,$0.34,$0.90,$0.01,$0.01,50782
42.0% to 42.2%,3/23/2022 12:00:00 AM,$0.31,$0.99,$0.06,$0.99,56475
42.6% to 42.8%,3/23/2022 12:00:00 AM,$0.08,$0.10,$0.01,$0.01,17352
42.9% to 43.1%,3/23/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,3678
43.2% to 43.4%,3/23/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,296
43.5% or higher,3/23/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
41.4% to 41.6%,3/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.3% to 42.5%,3/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,14
41.3% or lower,3/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.7% to 41.9%,3/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.0% to 42.2%,3/24/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,69
