ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.1% to 40.3%,6/14/2022 12:00:00 AM,$0.06,$0.11,$0.01,$0.02,8879
40.7% to 40.9%,6/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,169
41.0% to 41.2%,6/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,80
39.2% to 39.4%,6/14/2022 12:00:00 AM,$0.24,$0.39,$0.16,$0.28,3482
41.3% or higher,6/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,105
39.5% to 39.7%,6/15/2022 12:00:00 AM,$0.55,$0.56,$0.01,$0.01,20367
40.4% to 40.6%,6/15/2022 12:00:00 AM,$0.01,$0.06,$0.01,$0.01,7341
39.1% or lower,6/15/2022 12:00:00 AM,$0.06,$0.18,$0.01,$0.01,16023
39.8% to 40.0%,6/15/2022 12:00:00 AM,$0.15,$0.99,$0.11,$0.99,26333
40.1% to 40.3%,6/15/2022 12:00:00 AM,$0.02,$0.25,$0.01,$0.01,21381
40.7% to 40.9%,6/15/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,748
41.0% to 41.2%,6/15/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,813
39.2% to 39.4%,6/15/2022 12:00:00 AM,$0.28,$0.39,$0.01,$0.01,21595
41.3% or higher,6/15/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,500
39.5% to 39.7%,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.4% to 40.6%,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
39.1% or lower,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
39.8% to 40.0%,6/16/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,11
40.1% to 40.3%,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
40.7% to 40.9%,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.0% to 41.2%,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
39.2% to 39.4%,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.3% or higher,6/16/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
