ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.4% to 41.6%,5/6/2022 12:00:00 AM,$0.14,$0.15,$0.04,$0.07,6252
42.3% to 42.5%,5/6/2022 12:00:00 AM,$0.15,$0.27,$0.15,$0.23,3228
41.0% or lower,5/6/2022 12:00:00 AM,$0.03,$0.05,$0.01,$0.02,10435
41.7% to 41.9%,5/6/2022 12:00:00 AM,$0.28,$0.29,$0.14,$0.18,5188
42.0% to 42.2%,5/6/2022 12:00:00 AM,$0.27,$0.27,$0.16,$0.21,2468
42.6% to 42.8%,5/6/2022 12:00:00 AM,$0.10,$0.25,$0.10,$0.17,4792
42.9% to 43.1%,5/6/2022 12:00:00 AM,$0.07,$0.16,$0.07,$0.13,5741
41.1% to 41.3%,5/6/2022 12:00:00 AM,$0.07,$0.09,$0.01,$0.04,7055
43.2% or higher,5/6/2022 12:00:00 AM,$0.03,$0.11,$0.03,$0.08,7303
41.4% to 41.6%,5/7/2022 12:00:00 AM,$0.07,$0.08,$0.05,$0.05,1582
42.3% to 42.5%,5/7/2022 12:00:00 AM,$0.23,$0.24,$0.21,$0.22,704
41.0% or lower,5/7/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,5205
41.7% to 41.9%,5/7/2022 12:00:00 AM,$0.18,$0.21,$0.17,$0.19,1016
42.0% to 42.2%,5/7/2022 12:00:00 AM,$0.21,$0.22,$0.20,$0.21,527
42.6% to 42.8%,5/7/2022 12:00:00 AM,$0.17,$0.19,$0.16,$0.19,1227
42.9% to 43.1%,5/7/2022 12:00:00 AM,$0.13,$0.13,$0.11,$0.12,935
41.1% to 41.3%,5/7/2022 12:00:00 AM,$0.04,$0.04,$0.02,$0.02,2419
43.2% or higher,5/7/2022 12:00:00 AM,$0.08,$0.08,$0.05,$0.06,2580
41.4% to 41.6%,5/8/2022 12:00:00 AM,$0.05,$0.19,$0.05,$0.17,2395
42.3% to 42.5%,5/8/2022 12:00:00 AM,$0.22,$0.22,$0.18,$0.18,1432
41.0% or lower,5/8/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,1888
41.7% to 41.9%,5/8/2022 12:00:00 AM,$0.19,$0.27,$0.18,$0.24,2933
42.0% to 42.2%,5/8/2022 12:00:00 AM,$0.21,$0.22,$0.19,$0.20,993
