ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.6% to 42.8%,5/8/2022 12:00:00 AM,$0.19,$0.20,$0.08,$0.09,1585
42.9% to 43.1%,5/8/2022 12:00:00 AM,$0.12,$0.14,$0.06,$0.06,2024
41.1% to 41.3%,5/8/2022 12:00:00 AM,$0.02,$0.06,$0.02,$0.06,2678
43.2% or higher,5/8/2022 12:00:00 AM,$0.06,$0.08,$0.02,$0.03,2705
41.4% to 41.6%,5/9/2022 12:00:00 AM,$0.17,$0.28,$0.09,$0.23,3753
42.3% to 42.5%,5/9/2022 12:00:00 AM,$0.18,$0.21,$0.07,$0.12,6136
41.0% or lower,5/9/2022 12:00:00 AM,$0.02,$0.11,$0.01,$0.03,4579
41.7% to 41.9%,5/9/2022 12:00:00 AM,$0.24,$0.35,$0.22,$0.31,3276
42.0% to 42.2%,5/9/2022 12:00:00 AM,$0.20,$0.28,$0.20,$0.23,2983
42.6% to 42.8%,5/9/2022 12:00:00 AM,$0.09,$0.15,$0.02,$0.04,9780
42.9% to 43.1%,5/9/2022 12:00:00 AM,$0.06,$0.12,$0.01,$0.01,8426
41.1% to 41.3%,5/9/2022 12:00:00 AM,$0.06,$0.13,$0.03,$0.12,4567
43.2% or higher,5/9/2022 12:00:00 AM,$0.03,$0.07,$0.01,$0.01,5718
41.4% to 41.6%,5/10/2022 12:00:00 AM,$0.23,$0.44,$0.23,$0.32,2886
42.3% to 42.5%,5/10/2022 12:00:00 AM,$0.12,$0.12,$0.01,$0.01,10708
41.0% or lower,5/10/2022 12:00:00 AM,$0.03,$0.12,$0.01,$0.06,11508
41.7% to 41.9%,5/10/2022 12:00:00 AM,$0.31,$0.43,$0.30,$0.37,5121
42.0% to 42.2%,5/10/2022 12:00:00 AM,$0.23,$0.27,$0.03,$0.09,4581
42.6% to 42.8%,5/10/2022 12:00:00 AM,$0.04,$0.04,$0.01,$0.01,4993
42.9% to 43.1%,5/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,266
41.1% to 41.3%,5/10/2022 12:00:00 AM,$0.12,$0.38,$0.07,$0.17,5140
43.2% or higher,5/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,51
41.4% to 41.6%,5/11/2022 12:00:00 AM,$0.32,$0.49,$0.01,$0.01,13795
42.3% to 42.5%,5/11/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1709
41.0% or lower,5/11/2022 12:00:00 AM,$0.06,$0.15,$0.01,$0.01,11186
41.7% to 41.9%,5/11/2022 12:00:00 AM,$0.37,$0.99,$0.30,$0.99,26162
42.0% to 42.2%,5/11/2022 12:00:00 AM,$0.09,$0.15,$0.01,$0.01,8056
42.6% to 42.8%,5/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1213
42.9% to 43.1%,5/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.1% to 41.3%,5/11/2022 12:00:00 AM,$0.17,$0.50,$0.01,$0.01,12301
43.2% or higher,5/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.4% to 41.6%,5/12/2022 12:00:00 AM,$0.01,$0.10,$0.01,$0.01,4489
42.3% to 42.5%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
41.0% or lower,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.7% to 41.9%,5/12/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,607
42.0% to 42.2%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
42.6% to 42.8%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.9% to 43.1%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.1% to 41.3%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.2% or higher,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
