ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.8% to 42.0%,12/10/2021 12:00:00 AM,$0.11,$0.12,$0.02,$0.02,10417
42.7% to 42.9%,12/10/2021 12:00:00 AM,$0.28,$0.31,$0.25,$0.27,4922
41.4% or lower,12/10/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3432
42.1% to 42.3%,12/10/2021 12:00:00 AM,$0.18,$0.23,$0.12,$0.12,8538
42.4% to 42.6%,12/10/2021 12:00:00 AM,$0.26,$0.28,$0.22,$0.24,8131
43.0% to 43.2%,12/10/2021 12:00:00 AM,$0.17,$0.26,$0.15,$0.24,5668
43.3% to 43.5%,12/10/2021 12:00:00 AM,$0.06,$0.18,$0.04,$0.17,8897
41.5% to 41.7%,12/10/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,8078
43.6% or higher,12/10/2021 12:00:00 AM,$0.03,$0.10,$0.01,$0.08,13882
41.8% to 42.0%,12/11/2021 12:00:00 AM,$0.02,$0.04,$0.02,$0.03,6145
42.7% to 42.9%,12/11/2021 12:00:00 AM,$0.27,$0.31,$0.26,$0.28,1909
41.4% or lower,12/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,35
42.1% to 42.3%,12/11/2021 12:00:00 AM,$0.12,$0.12,$0.06,$0.06,3521
42.4% to 42.6%,12/11/2021 12:00:00 AM,$0.24,$0.24,$0.18,$0.18,3130
43.0% to 43.2%,12/11/2021 12:00:00 AM,$0.24,$0.28,$0.22,$0.27,2571
43.3% to 43.5%,12/11/2021 12:00:00 AM,$0.17,$0.21,$0.13,$0.18,2784
41.5% to 41.7%,12/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,505
43.6% or higher,12/11/2021 12:00:00 AM,$0.08,$0.11,$0.07,$0.08,3759
41.8% to 42.0%,12/12/2021 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,4471
42.7% to 42.9%,12/12/2021 12:00:00 AM,$0.28,$0.35,$0.27,$0.34,1584
41.4% or lower,12/12/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.1% to 42.3%,12/12/2021 12:00:00 AM,$0.06,$0.07,$0.04,$0.05,2368
42.4% to 42.6%,12/12/2021 12:00:00 AM,$0.18,$0.19,$0.16,$0.17,1853
43.0% to 43.2%,12/12/2021 12:00:00 AM,$0.27,$0.29,$0.25,$0.29,1855
43.3% to 43.5%,12/12/2021 12:00:00 AM,$0.18,$0.30,$0.16,$0.20,1190
41.5% to 41.7%,12/12/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,434
43.6% or higher,12/12/2021 12:00:00 AM,$0.08,$0.15,$0.07,$0.07,909
41.8% to 42.0%,12/13/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,4097
42.7% to 42.9%,12/13/2021 12:00:00 AM,$0.34,$0.39,$0.26,$0.30,2830
41.4% or lower,12/13/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,448
42.1% to 42.3%,12/13/2021 12:00:00 AM,$0.05,$0.07,$0.02,$0.02,8002
42.4% to 42.6%,12/13/2021 12:00:00 AM,$0.17,$0.19,$0.10,$0.13,5201
43.0% to 43.2%,12/13/2021 12:00:00 AM,$0.29,$0.40,$0.28,$0.37,3217
43.3% to 43.5%,12/13/2021 12:00:00 AM,$0.20,$0.24,$0.16,$0.17,2594
41.5% to 41.7%,12/13/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,303
43.6% or higher,12/13/2021 12:00:00 AM,$0.07,$0.11,$0.05,$0.07,2808
41.8% to 42.0%,12/14/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2290
42.7% to 42.9%,12/14/2021 12:00:00 AM,$0.30,$0.48,$0.09,$0.10,15051
41.4% or lower,12/14/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.1% to 42.3%,12/14/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,14556
42.4% to 42.6%,12/14/2021 12:00:00 AM,$0.13,$0.23,$0.01,$0.02,23785
43.0% to 43.2%,12/14/2021 12:00:00 AM,$0.37,$0.50,$0.22,$0.35,10396
43.3% to 43.5%,12/14/2021 12:00:00 AM,$0.17,$0.49,$0.06,$0.48,16985
41.5% to 41.7%,12/14/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,163
43.6% or higher,12/14/2021 12:00:00 AM,$0.07,$0.17,$0.01,$0.14,25617
41.8% to 42.0%,12/15/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,219
42.7% to 42.9%,12/15/2021 12:00:00 AM,$0.10,$0.15,$0.01,$0.01,21130
41.4% or lower,12/15/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,71
42.1% to 42.3%,12/15/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1309
42.4% to 42.6%,12/15/2021 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,10134
43.0% to 43.2%,12/15/2021 12:00:00 AM,$0.35,$0.55,$0.01,$0.01,34950
43.3% to 43.5%,12/15/2021 12:00:00 AM,$0.48,$0.79,$0.01,$0.01,58133
41.5% to 41.7%,12/15/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
43.6% or higher,12/15/2021 12:00:00 AM,$0.14,$0.99,$0.06,$0.99,58420
41.8% to 42.0%,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.7% to 42.9%,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.4% or lower,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
42.1% to 42.3%,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.4% to 42.6%,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,924
43.0% to 43.2%,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.3% to 43.5%,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11
41.5% to 41.7%,12/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
43.6% or higher,12/16/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,1424
