ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
44.4% to 44.6%,10/16/2021 12:00:00 AM,$0.12,$0.15,$0.12,$0.13,1998
42.9% to 43.1%,10/16/2021 12:00:00 AM,$0.03,$0.06,$0.02,$0.04,4582
42.8% or lower,10/16/2021 12:00:00 AM,$0.04,$0.13,$0.02,$0.04,3823
44.7% to 44.9%,10/16/2021 12:00:00 AM,$0.15,$0.15,$0.12,$0.15,2658
43.2% to 43.4%,10/16/2021 12:00:00 AM,$0.05,$0.08,$0.02,$0.06,3712
43.8% to 44.0%,10/16/2021 12:00:00 AM,$0.11,$0.13,$0.09,$0.13,2670
45.0% or higher,10/16/2021 12:00:00 AM,$0.32,$0.50,$0.29,$0.39,7475
43.5% to 43.7%,10/16/2021 12:00:00 AM,$0.09,$0.09,$0.04,$0.08,2462
44.1% to 44.3%,10/16/2021 12:00:00 AM,$0.11,$0.15,$0.11,$0.12,2440
44.4% to 44.6%,10/17/2021 12:00:00 AM,$0.13,$0.14,$0.12,$0.14,1955
42.9% to 43.1%,10/17/2021 12:00:00 AM,$0.04,$0.06,$0.03,$0.05,2049
42.8% or lower,10/17/2021 12:00:00 AM,$0.04,$0.06,$0.03,$0.05,2823
44.7% to 44.9%,10/17/2021 12:00:00 AM,$0.15,$0.16,$0.14,$0.14,946
43.2% to 43.4%,10/17/2021 12:00:00 AM,$0.06,$0.07,$0.04,$0.04,1424
43.8% to 44.0%,10/17/2021 12:00:00 AM,$0.13,$0.13,$0.09,$0.09,951
45.0% or higher,10/17/2021 12:00:00 AM,$0.39,$0.41,$0.35,$0.35,2734
43.5% to 43.7%,10/17/2021 12:00:00 AM,$0.08,$0.08,$0.04,$0.07,2034
44.1% to 44.3%,10/17/2021 12:00:00 AM,$0.12,$0.13,$0.11,$0.11,1708
44.4% to 44.6%,10/18/2021 12:00:00 AM,$0.14,$0.14,$0.12,$0.14,924
