ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.9% to 43.1%,10/18/2021 12:00:00 AM,$0.05,$0.06,$0.02,$0.03,1685
42.8% or lower,10/18/2021 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,1744
44.7% to 44.9%,10/18/2021 12:00:00 AM,$0.14,$0.15,$0.11,$0.12,1025
43.2% to 43.4%,10/18/2021 12:00:00 AM,$0.04,$0.08,$0.04,$0.07,2019
43.8% to 44.0%,10/18/2021 12:00:00 AM,$0.09,$0.14,$0.09,$0.12,1996
45.0% or higher,10/18/2021 12:00:00 AM,$0.35,$0.40,$0.25,$0.30,8304
43.5% to 43.7%,10/18/2021 12:00:00 AM,$0.07,$0.14,$0.06,$0.14,4135
44.1% to 44.3%,10/18/2021 12:00:00 AM,$0.11,$0.17,$0.11,$0.13,2109
44.4% to 44.6%,10/19/2021 12:00:00 AM,$0.14,$0.14,$0.04,$0.10,8820
42.9% to 43.1%,10/19/2021 12:00:00 AM,$0.03,$0.32,$0.02,$0.17,7129
42.8% or lower,10/19/2021 12:00:00 AM,$0.03,$0.20,$0.02,$0.15,12531
44.7% to 44.9%,10/19/2021 12:00:00 AM,$0.12,$0.13,$0.05,$0.05,7734
43.2% to 43.4%,10/19/2021 12:00:00 AM,$0.07,$0.31,$0.06,$0.20,7180
43.8% to 44.0%,10/19/2021 12:00:00 AM,$0.12,$0.19,$0.11,$0.13,8502
45.0% or higher,10/19/2021 12:00:00 AM,$0.30,$0.32,$0.04,$0.04,12331
43.5% to 43.7%,10/19/2021 12:00:00 AM,$0.14,$0.22,$0.09,$0.16,9356
44.1% to 44.3%,10/19/2021 12:00:00 AM,$0.13,$0.18,$0.11,$0.12,8208
44.4% to 44.6%,10/20/2021 12:00:00 AM,$0.10,$0.10,$0.01,$0.01,13117
42.9% to 43.1%,10/20/2021 12:00:00 AM,$0.17,$0.35,$0.13,$0.33,17111
42.8% or lower,10/20/2021 12:00:00 AM,$0.15,$0.76,$0.12,$0.39,46132
44.7% to 44.9%,10/20/2021 12:00:00 AM,$0.05,$0.06,$0.01,$0.01,8770
43.2% to 43.4%,10/20/2021 12:00:00 AM,$0.20,$0.22,$0.05,$0.15,10835
43.8% to 44.0%,10/20/2021 12:00:00 AM,$0.13,$0.14,$0.02,$0.04,15406
45.0% or higher,10/20/2021 12:00:00 AM,$0.04,$0.06,$0.01,$0.01,12044
43.5% to 43.7%,10/20/2021 12:00:00 AM,$0.16,$0.18,$0.03,$0.08,12801
44.1% to 44.3%,10/20/2021 12:00:00 AM,$0.12,$0.14,$0.02,$0.03,12094
44.4% to 44.6%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3896
42.9% to 43.1%,10/21/2021 12:00:00 AM,$0.33,$0.44,$0.07,$0.12,17795
42.8% or lower,10/21/2021 12:00:00 AM,$0.39,$0.90,$0.35,$0.87,37818
44.7% to 44.9%,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
43.2% to 43.4%,10/21/2021 12:00:00 AM,$0.15,$0.22,$0.02,$0.03,27235
43.8% to 44.0%,10/21/2021 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,16250
45.0% or higher,10/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,624
43.5% to 43.7%,10/21/2021 12:00:00 AM,$0.08,$0.09,$0.01,$0.02,20089
44.1% to 44.3%,10/21/2021 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,11026
44.4% to 44.6%,10/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
42.9% to 43.1%,10/22/2021 12:00:00 AM,$0.12,$0.31,$0.01,$0.01,16319
42.8% or lower,10/22/2021 12:00:00 AM,$0.87,$0.99,$0.73,$0.99,19030
44.7% to 44.9%,10/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.2% to 43.4%,10/22/2021 12:00:00 AM,$0.03,$0.08,$0.01,$0.02,11601
43.8% to 44.0%,10/22/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,558
45.0% or higher,10/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
43.5% to 43.7%,10/22/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,9570
44.1% to 44.3%,10/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,19
