ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.6% to 42.8%,3/1/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,40
42.9% to 43.1%,3/1/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.2% to 43.4%,3/1/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,31
43.5% or higher,3/1/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
41.4% to 41.6%,3/2/2022 12:00:00 AM,$0.24,$0.99,$0.11,$0.99,55926
42.3% to 42.5%,3/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2429
41.3% or lower,3/2/2022 12:00:00 AM,$0.72,$0.85,$0.01,$0.01,43908
41.7% to 41.9%,3/2/2022 12:00:00 AM,$0.03,$0.25,$0.01,$0.01,46195
42.0% to 42.2%,3/2/2022 12:00:00 AM,$0.01,$0.05,$0.01,$0.01,20195
42.6% to 42.8%,3/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
42.9% to 43.1%,3/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
43.2% to 43.4%,3/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
43.5% or higher,3/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,600
41.4% to 41.6%,3/3/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,8343
42.3% to 42.5%,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.3% or lower,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,359
41.7% to 41.9%,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1272
42.0% to 42.2%,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
42.6% to 42.8%,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.9% to 43.1%,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.2% to 43.4%,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.5% or higher,3/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
