ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
43.7% to 43.9%,12/27/2021 12:00:00 AM,$0.06,$0.07,$0.01,$0.01,9331
44.0% to 44.2%,12/27/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3819
42.2% to 42.4%,12/27/2021 12:00:00 AM,$0.03,$0.08,$0.03,$0.05,2050
44.3% or higher,12/27/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
42.5% to 42.7%,12/28/2021 12:00:00 AM,$0.20,$0.20,$0.02,$0.03,7264
43.4% to 43.6%,12/28/2021 12:00:00 AM,$0.04,$0.16,$0.03,$0.13,7979
42.1% or lower,12/28/2021 12:00:00 AM,$0.01,$0.05,$0.01,$0.01,5819
42.8% to 43.0%,12/28/2021 12:00:00 AM,$0.53,$0.54,$0.21,$0.25,7874
43.1% to 43.3%,12/28/2021 12:00:00 AM,$0.25,$0.71,$0.22,$0.63,14365
43.7% to 43.9%,12/28/2021 12:00:00 AM,$0.01,$0.06,$0.01,$0.03,4825
44.0% to 44.2%,12/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,305
42.2% to 42.4%,12/28/2021 12:00:00 AM,$0.05,$0.11,$0.01,$0.01,7305
44.3% or higher,12/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,249
42.5% to 42.7%,12/29/2021 12:00:00 AM,$0.03,$0.06,$0.01,$0.01,7139
43.4% to 43.6%,12/29/2021 12:00:00 AM,$0.13,$0.13,$0.01,$0.01,12409
42.1% or lower,12/29/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,112
42.8% to 43.0%,12/29/2021 12:00:00 AM,$0.25,$0.30,$0.01,$0.01,13983
43.1% to 43.3%,12/29/2021 12:00:00 AM,$0.63,$0.99,$0.61,$0.99,23364
43.7% to 43.9%,12/29/2021 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,4204
44.0% to 44.2%,12/29/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
42.2% to 42.4%,12/29/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,304
44.3% or higher,12/29/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.5% to 42.7%,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.4% to 43.6%,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,35
42.1% or lower,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.8% to 43.0%,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1135
43.1% to 43.3%,12/30/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,6862
43.7% to 43.9%,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.0% to 44.2%,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.2% to 42.4%,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.3% or higher,12/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
