ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
46.5% to 46.7%,9/25/2021 12:00:00 AM,$0.09,$0.09,$0.07,$0.09,438
45.0% to 45.2%,9/25/2021 12:00:00 AM,$0.18,$0.25,$0.17,$0.20,3998
44.9% or lower,9/25/2021 12:00:00 AM,$0.15,$0.16,$0.11,$0.13,1147
46.8% to 47.0%,9/25/2021 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,1173
45.3% to 45.5%,9/25/2021 12:00:00 AM,$0.19,$0.19,$0.15,$0.17,632
45.9% to 46.1%,9/25/2021 12:00:00 AM,$0.14,$0.17,$0.13,$0.14,246
47.1% or higher,9/25/2021 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,1936
45.6% to 45.8%,9/25/2021 12:00:00 AM,$0.18,$0.21,$0.14,$0.16,1297
46.2% to 46.4%,9/25/2021 12:00:00 AM,$0.14,$0.14,$0.09,$0.13,751
46.5% to 46.7%,9/26/2021 12:00:00 AM,$0.09,$0.09,$0.02,$0.05,1333
45.0% to 45.2%,9/26/2021 12:00:00 AM,$0.20,$0.20,$0.17,$0.19,541
44.9% or lower,9/26/2021 12:00:00 AM,$0.13,$0.19,$0.13,$0.18,2055
46.8% to 47.0%,9/26/2021 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,1535
45.3% to 45.5%,9/26/2021 12:00:00 AM,$0.17,$0.17,$0.15,$0.17,451
45.9% to 46.1%,9/26/2021 12:00:00 AM,$0.14,$0.16,$0.10,$0.12,623
47.1% or higher,9/26/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,2523
45.6% to 45.8%,9/26/2021 12:00:00 AM,$0.16,$0.17,$0.15,$0.16,757
46.2% to 46.4%,9/26/2021 12:00:00 AM,$0.13,$0.14,$0.12,$0.12,555
46.5% to 46.7%,9/27/2021 12:00:00 AM,$0.05,$0.06,$0.01,$0.01,1792
45.0% to 45.2%,9/27/2021 12:00:00 AM,$0.19,$0.26,$0.16,$0.21,2133
44.9% or lower,9/27/2021 12:00:00 AM,$0.18,$0.36,$0.15,$0.27,6073
46.8% to 47.0%,9/27/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,2871
45.3% to 45.5%,9/27/2021 12:00:00 AM,$0.17,$0.21,$0.15,$0.20,2141
45.9% to 46.1%,9/27/2021 12:00:00 AM,$0.12,$0.16,$0.06,$0.10,3185
47.1% or higher,9/27/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,3208
45.6% to 45.8%,9/27/2021 12:00:00 AM,$0.16,$0.18,$0.09,$0.15,1479
46.2% to 46.4%,9/27/2021 12:00:00 AM,$0.12,$0.14,$0.02,$0.03,2204
46.5% to 46.7%,9/28/2021 12:00:00 AM,$0.01,$0.05,$0.01,$0.03,7867
45.0% to 45.2%,9/28/2021 12:00:00 AM,$0.21,$0.25,$0.17,$0.20,3688
44.9% or lower,9/28/2021 12:00:00 AM,$0.27,$0.35,$0.12,$0.20,3835
46.8% to 47.0%,9/28/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6869
45.3% to 45.5%,9/28/2021 12:00:00 AM,$0.20,$0.25,$0.18,$0.20,3713
45.9% to 46.1%,9/28/2021 12:00:00 AM,$0.10,$0.15,$0.08,$0.13,5310
47.1% or higher,9/28/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,7219
45.6% to 45.8%,9/28/2021 12:00:00 AM,$0.15,$0.23,$0.14,$0.18,4831
46.2% to 46.4%,9/28/2021 12:00:00 AM,$0.03,$0.10,$0.02,$0.08,7039
46.5% to 46.7%,9/29/2021 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,5129
45.0% to 45.2%,9/29/2021 12:00:00 AM,$0.20,$0.40,$0.20,$0.30,13672
44.9% or lower,9/29/2021 12:00:00 AM,$0.20,$0.80,$0.18,$0.55,27092
46.8% to 47.0%,9/29/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,474
45.3% to 45.5%,9/29/2021 12:00:00 AM,$0.20,$0.30,$0.11,$0.15,17619
45.9% to 46.1%,9/29/2021 12:00:00 AM,$0.13,$0.13,$0.01,$0.02,18820
47.1% or higher,9/29/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,437
45.6% to 45.8%,9/29/2021 12:00:00 AM,$0.18,$0.22,$0.03,$0.04,24671
46.2% to 46.4%,9/29/2021 12:00:00 AM,$0.08,$0.08,$0.01,$0.01,8990
46.5% to 46.7%,9/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,618
45.0% to 45.2%,9/30/2021 12:00:00 AM,$0.30,$0.50,$0.12,$0.33,25837
44.9% or lower,9/30/2021 12:00:00 AM,$0.55,$0.77,$0.07,$0.12,55711
46.8% to 47.0%,9/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,112
45.3% to 45.5%,9/30/2021 12:00:00 AM,$0.15,$0.55,$0.04,$0.37,28399
45.9% to 46.1%,9/30/2021 12:00:00 AM,$0.02,$0.07,$0.01,$0.03,17602
47.1% or higher,9/30/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,114
45.6% to 45.8%,9/30/2021 12:00:00 AM,$0.04,$0.38,$0.01,$0.18,26382
46.2% to 46.4%,9/30/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,7976
46.5% to 46.7%,10/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.0% to 45.2%,10/1/2021 12:00:00 AM,$0.33,$0.99,$0.25,$0.99,21710
44.9% or lower,10/1/2021 12:00:00 AM,$0.12,$0.15,$0.01,$0.01,15468
46.8% to 47.0%,10/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.3% to 45.5%,10/1/2021 12:00:00 AM,$0.37,$0.38,$0.01,$0.01,20746
45.9% to 46.1%,10/1/2021 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,4138
47.1% or higher,10/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
45.6% to 45.8%,10/1/2021 12:00:00 AM,$0.18,$0.60,$0.01,$0.01,17542
46.2% to 46.4%,10/1/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1508
