ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.2% to 41.4%,4/22/2022 12:00:00 AM,$0.16,$0.18,$0.05,$0.07,3802
42.1% to 42.3%,4/22/2022 12:00:00 AM,$0.18,$0.23,$0.16,$0.23,2648
40.8% or lower,4/22/2022 12:00:00 AM,$0.06,$0.08,$0.01,$0.02,9314
41.5% to 41.7%,4/22/2022 12:00:00 AM,$0.22,$0.23,$0.15,$0.15,2750
41.8% to 42.0%,4/22/2022 12:00:00 AM,$0.19,$0.22,$0.18,$0.22,1496
42.4% to 42.6%,4/22/2022 12:00:00 AM,$0.12,$0.19,$0.09,$0.19,2522
42.7% to 42.9%,4/22/2022 12:00:00 AM,$0.04,$0.16,$0.04,$0.08,7955
40.9% to 41.1%,4/22/2022 12:00:00 AM,$0.11,$0.13,$0.02,$0.02,6191
43.0% or higher,4/22/2022 12:00:00 AM,$0.03,$0.07,$0.02,$0.03,8298
41.2% to 41.4%,4/23/2022 12:00:00 AM,$0.07,$0.09,$0.05,$0.05,2395
42.1% to 42.3%,4/23/2022 12:00:00 AM,$0.23,$0.32,$0.22,$0.25,1265
40.8% or lower,4/23/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,2515
41.5% to 41.7%,4/23/2022 12:00:00 AM,$0.15,$0.17,$0.14,$0.17,936
41.8% to 42.0%,4/23/2022 12:00:00 AM,$0.22,$0.23,$0.21,$0.23,731
42.4% to 42.6%,4/23/2022 12:00:00 AM,$0.19,$0.21,$0.15,$0.21,756
42.7% to 42.9%,4/23/2022 12:00:00 AM,$0.08,$0.08,$0.06,$0.07,1223
40.9% to 41.1%,4/23/2022 12:00:00 AM,$0.02,$0.04,$0.02,$0.04,2029
43.0% or higher,4/23/2022 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,957
41.2% to 41.4%,4/24/2022 12:00:00 AM,$0.05,$0.09,$0.05,$0.08,1440
42.1% to 42.3%,4/24/2022 12:00:00 AM,$0.25,$0.38,$0.24,$0.31,3543
40.8% or lower,4/24/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.02,1667
41.5% to 41.7%,4/24/2022 12:00:00 AM,$0.17,$0.17,$0.12,$0.14,1505
41.8% to 42.0%,4/24/2022 12:00:00 AM,$0.23,$0.28,$0.18,$0.21,2058
42.4% to 42.6%,4/24/2022 12:00:00 AM,$0.21,$0.22,$0.18,$0.19,445
42.7% to 42.9%,4/24/2022 12:00:00 AM,$0.07,$0.09,$0.06,$0.08,2110
40.9% to 41.1%,4/24/2022 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,1090
43.0% or higher,4/24/2022 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,2628
41.2% to 41.4%,4/25/2022 12:00:00 AM,$0.08,$0.14,$0.05,$0.05,7014
42.1% to 42.3%,4/25/2022 12:00:00 AM,$0.31,$0.40,$0.16,$0.32,8426
40.8% or lower,4/25/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,7230
41.5% to 41.7%,4/25/2022 12:00:00 AM,$0.14,$0.22,$0.12,$0.17,3892
41.8% to 42.0%,4/25/2022 12:00:00 AM,$0.21,$0.33,$0.21,$0.28,2003
42.4% to 42.6%,4/25/2022 12:00:00 AM,$0.19,$0.21,$0.07,$0.18,3721
42.7% to 42.9%,4/25/2022 12:00:00 AM,$0.08,$0.10,$0.03,$0.09,5028
40.9% to 41.1%,4/25/2022 12:00:00 AM,$0.03,$0.05,$0.02,$0.02,4915
43.0% or higher,4/25/2022 12:00:00 AM,$0.03,$0.05,$0.01,$0.01,12655
41.2% to 41.4%,4/26/2022 12:00:00 AM,$0.05,$0.12,$0.03,$0.03,9157
42.1% to 42.3%,4/26/2022 12:00:00 AM,$0.32,$0.42,$0.25,$0.34,4522
40.8% or lower,4/26/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4170
41.5% to 41.7%,4/26/2022 12:00:00 AM,$0.17,$0.21,$0.10,$0.15,5542
41.8% to 42.0%,4/26/2022 12:00:00 AM,$0.28,$0.42,$0.24,$0.41,5257
42.4% to 42.6%,4/26/2022 12:00:00 AM,$0.18,$0.19,$0.07,$0.08,5764
42.7% to 42.9%,4/26/2022 12:00:00 AM,$0.09,$0.09,$0.02,$0.02,8883
40.9% to 41.1%,4/26/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,12664
43.0% or higher,4/26/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,10285
41.2% to 41.4%,4/27/2022 12:00:00 AM,$0.03,$0.14,$0.01,$0.01,18648
42.1% to 42.3%,4/27/2022 12:00:00 AM,$0.34,$0.45,$0.01,$0.01,25578
40.8% or lower,4/27/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1089
41.5% to 41.7%,4/27/2022 12:00:00 AM,$0.15,$0.50,$0.01,$0.01,20215
41.8% to 42.0%,4/27/2022 12:00:00 AM,$0.41,$0.99,$0.32,$0.99,32374
42.4% to 42.6%,4/27/2022 12:00:00 AM,$0.08,$0.11,$0.01,$0.01,16981
42.7% to 42.9%,4/27/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,3203
40.9% to 41.1%,4/27/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5254
43.0% or higher,4/27/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,605
41.2% to 41.4%,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.1% to 42.3%,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
40.8% or lower,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
41.5% to 41.7%,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.8% to 42.0%,4/28/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,156
42.4% to 42.6%,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.7% to 42.9%,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.9% to 41.1%,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.0% or higher,4/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
