ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.0% to 40.2%,3/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
40.6% to 40.8%,3/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5003
41.8% or higher,3/10/2022 12:00:00 AM,$0.89,$0.95,$0.61,$0.86,36503
40.3% to 40.5%,3/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1101
40.9% to 41.1%,3/10/2022 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,14438
41.2% to 41.4%,3/11/2022 12:00:00 AM,$0.02,$0.07,$0.01,$0.01,3824
39.7% to 39.9%,3/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
39.6% or lower,3/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.5% to 41.7%,3/11/2022 12:00:00 AM,$0.16,$0.16,$0.01,$0.01,8467
40.0% to 40.2%,3/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.6% to 40.8%,3/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.8% or higher,3/11/2022 12:00:00 AM,$0.86,$0.99,$0.77,$0.99,11127
40.3% to 40.5%,3/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.9% to 41.1%,3/11/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,365
