ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.0% to 42.2%,11/12/2021 12:00:00 AM,$0.22,$0.24,$0.17,$0.19,8851
42.9% to 43.1%,11/12/2021 12:00:00 AM,$0.08,$0.17,$0.08,$0.16,8008
41.6% or lower,11/12/2021 12:00:00 AM,$0.18,$0.19,$0.07,$0.09,18313
42.3% to 42.5%,11/12/2021 12:00:00 AM,$0.20,$0.24,$0.17,$0.23,6111
42.6% to 42.8%,11/12/2021 12:00:00 AM,$0.15,$0.22,$0.15,$0.20,6540
43.2% to 43.4%,11/12/2021 12:00:00 AM,$0.04,$0.11,$0.04,$0.08,9137
43.5% to 43.7%,11/12/2021 12:00:00 AM,$0.02,$0.06,$0.02,$0.05,15016
41.7% to 41.9%,11/12/2021 12:00:00 AM,$0.19,$0.20,$0.12,$0.14,11803
43.8% or higher,11/12/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.02,11281
42.0% to 42.2%,11/13/2021 12:00:00 AM,$0.19,$0.21,$0.18,$0.18,2334
42.9% to 43.1%,11/13/2021 12:00:00 AM,$0.16,$0.17,$0.15,$0.15,2853
41.6% or lower,11/13/2021 12:00:00 AM,$0.09,$0.09,$0.07,$0.07,3000
42.3% to 42.5%,11/13/2021 12:00:00 AM,$0.23,$0.24,$0.22,$0.23,1393
42.6% to 42.8%,11/13/2021 12:00:00 AM,$0.20,$0.22,$0.19,$0.22,1822
43.2% to 43.4%,11/13/2021 12:00:00 AM,$0.08,$0.10,$0.07,$0.09,2377
43.5% to 43.7%,11/13/2021 12:00:00 AM,$0.05,$0.06,$0.03,$0.04,1968
41.7% to 41.9%,11/13/2021 12:00:00 AM,$0.14,$0.14,$0.11,$0.11,1816
43.8% or higher,11/13/2021 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,2065
42.0% to 42.2%,11/14/2021 12:00:00 AM,$0.18,$0.27,$0.18,$0.20,4905
42.9% to 43.1%,11/14/2021 12:00:00 AM,$0.15,$0.19,$0.10,$0.18,8285
41.6% or lower,11/14/2021 12:00:00 AM,$0.07,$0.18,$0.06,$0.07,17040
42.3% to 42.5%,11/14/2021 12:00:00 AM,$0.23,$0.25,$0.21,$0.22,3407
42.6% to 42.8%,11/14/2021 12:00:00 AM,$0.22,$0.26,$0.17,$0.21,4506
43.2% to 43.4%,11/14/2021 12:00:00 AM,$0.09,$0.10,$0.06,$0.09,10864
43.5% to 43.7%,11/14/2021 12:00:00 AM,$0.04,$0.05,$0.02,$0.04,12122
41.7% to 41.9%,11/14/2021 12:00:00 AM,$0.11,$0.16,$0.11,$0.12,8941
43.8% or higher,11/14/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,13852
42.0% to 42.2%,11/15/2021 12:00:00 AM,$0.20,$0.21,$0.06,$0.06,12662
42.9% to 43.1%,11/15/2021 12:00:00 AM,$0.18,$0.30,$0.16,$0.27,6289
41.6% or lower,11/15/2021 12:00:00 AM,$0.07,$0.08,$0.01,$0.01,17171
42.3% to 42.5%,11/15/2021 12:00:00 AM,$0.22,$0.25,$0.14,$0.18,10939
42.6% to 42.8%,11/15/2021 12:00:00 AM,$0.21,$0.30,$0.21,$0.27,5138
43.2% to 43.4%,11/15/2021 12:00:00 AM,$0.09,$0.20,$0.07,$0.17,7880
43.5% to 43.7%,11/15/2021 12:00:00 AM,$0.04,$0.09,$0.03,$0.05,7628
41.7% to 41.9%,11/15/2021 12:00:00 AM,$0.12,$0.12,$0.01,$0.02,12185
43.8% or higher,11/15/2021 12:00:00 AM,$0.01,$0.04,$0.01,$0.04,10513
42.0% to 42.2%,11/16/2021 12:00:00 AM,$0.06,$0.15,$0.06,$0.15,13182
42.9% to 43.1%,11/16/2021 12:00:00 AM,$0.27,$0.39,$0.19,$0.25,12915
41.6% or lower,11/16/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,10511
42.3% to 42.5%,11/16/2021 12:00:00 AM,$0.18,$0.24,$0.15,$0.21,6940
42.6% to 42.8%,11/16/2021 12:00:00 AM,$0.27,$0.47,$0.27,$0.41,10952
43.2% to 43.4%,11/16/2021 12:00:00 AM,$0.17,$0.18,$0.04,$0.04,13955
43.5% to 43.7%,11/16/2021 12:00:00 AM,$0.05,$0.08,$0.01,$0.02,12602
41.7% to 41.9%,11/16/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.02,14078
43.8% or higher,11/16/2021 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,8927
