ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
47.5% to 47.7%,9/7/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,9592
47.8% or higher,9/7/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6909
45.7% to 45.9%,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,991
46.6% to 46.8%,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,65
45.6% or lower,9/8/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,1476
46.0% to 46.2%,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,80
46.3% to 46.5%,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
46.9% to 47.1%,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
47.2% to 47.4%,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
47.5% to 47.7%,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
47.8% or higher,9/8/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,15
