ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.8% to 41.0%,3/25/2022 12:00:00 AM,$0.09,$0.11,$0.04,$0.06,4697
41.7% to 41.9%,3/25/2022 12:00:00 AM,$0.20,$0.20,$0.18,$0.19,1385
40.7% or lower,3/25/2022 12:00:00 AM,$0.07,$0.07,$0.03,$0.05,6809
41.1% to 41.3%,3/25/2022 12:00:00 AM,$0.13,$0.14,$0.11,$0.12,2608
41.4% to 41.6%,3/25/2022 12:00:00 AM,$0.18,$0.19,$0.15,$0.17,2120
42.0% to 42.2%,3/25/2022 12:00:00 AM,$0.17,$0.22,$0.16,$0.21,2741
42.3% to 42.5%,3/25/2022 12:00:00 AM,$0.12,$0.17,$0.12,$0.15,2163
42.6% to 42.8%,3/25/2022 12:00:00 AM,$0.08,$0.10,$0.07,$0.10,2296
42.9% or higher,3/25/2022 12:00:00 AM,$0.08,$0.08,$0.05,$0.06,5698
40.8% to 41.0%,3/26/2022 12:00:00 AM,$0.06,$0.06,$0.04,$0.05,2341
41.7% to 41.9%,3/26/2022 12:00:00 AM,$0.19,$0.21,$0.18,$0.19,1287
40.7% or lower,3/26/2022 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,2522
41.1% to 41.3%,3/26/2022 12:00:00 AM,$0.12,$0.13,$0.11,$0.12,1674
41.4% to 41.6%,3/26/2022 12:00:00 AM,$0.17,$0.18,$0.15,$0.18,2070
42.0% to 42.2%,3/26/2022 12:00:00 AM,$0.21,$0.22,$0.19,$0.20,687
42.3% to 42.5%,3/26/2022 12:00:00 AM,$0.15,$0.17,$0.14,$0.16,1659
42.6% to 42.8%,3/26/2022 12:00:00 AM,$0.10,$0.11,$0.08,$0.10,1879
42.9% or higher,3/26/2022 12:00:00 AM,$0.06,$0.07,$0.05,$0.06,3245
40.8% to 41.0%,3/27/2022 12:00:00 AM,$0.05,$0.10,$0.04,$0.06,2825
41.7% to 41.9%,3/27/2022 12:00:00 AM,$0.19,$0.22,$0.19,$0.21,1414
40.7% or lower,3/27/2022 12:00:00 AM,$0.03,$0.10,$0.03,$0.07,3034
41.1% to 41.3%,3/27/2022 12:00:00 AM,$0.12,$0.24,$0.11,$0.18,2778
41.4% to 41.6%,3/27/2022 12:00:00 AM,$0.18,$0.21,$0.17,$0.20,1384
42.0% to 42.2%,3/27/2022 12:00:00 AM,$0.20,$0.21,$0.16,$0.18,1840
42.3% to 42.5%,3/27/2022 12:00:00 AM,$0.16,$0.16,$0.08,$0.12,4740
