ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.4% to 40.6%,5/23/2022 12:00:00 AM,$0.14,$0.26,$0.06,$0.14,4771
42.5% or higher,5/23/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,225
40.7% to 40.9%,5/24/2022 12:00:00 AM,$0.29,$0.80,$0.24,$0.38,15348
41.6% to 41.8%,5/24/2022 12:00:00 AM,$0.05,$0.05,$0.01,$0.01,5252
40.3% or lower,5/24/2022 12:00:00 AM,$0.04,$0.09,$0.01,$0.04,14752
41.0% to 41.2%,5/24/2022 12:00:00 AM,$0.40,$0.65,$0.01,$0.04,13598
41.3% to 41.5%,5/24/2022 12:00:00 AM,$0.18,$0.18,$0.01,$0.01,8988
41.9% to 42.1%,5/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,882
42.2% to 42.4%,5/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
40.4% to 40.6%,5/24/2022 12:00:00 AM,$0.14,$0.68,$0.01,$0.58,18255
42.5% or higher,5/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.7% to 40.9%,5/25/2022 12:00:00 AM,$0.38,$0.99,$0.09,$0.99,15375
41.6% to 41.8%,5/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,148
40.3% or lower,5/25/2022 12:00:00 AM,$0.04,$0.07,$0.01,$0.01,6148
41.0% to 41.2%,5/25/2022 12:00:00 AM,$0.04,$0.06,$0.01,$0.01,6874
41.3% to 41.5%,5/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,103
41.9% to 42.1%,5/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.2% to 42.4%,5/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.4% to 40.6%,5/25/2022 12:00:00 AM,$0.58,$0.83,$0.01,$0.01,22133
42.5% or higher,5/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,13
