ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
43.9% to 44.1%,10/15/2021 12:00:00 AM,$0.12,$0.12,$0.07,$0.09,5250
44.8% to 45.0%,10/15/2021 12:00:00 AM,$0.17,$0.22,$0.17,$0.20,6351
43.5% or lower,10/15/2021 12:00:00 AM,$0.08,$0.08,$0.03,$0.03,11887
44.2% to 44.4%,10/15/2021 12:00:00 AM,$0.16,$0.17,$0.14,$0.14,4436
44.5% to 44.7%,10/15/2021 12:00:00 AM,$0.18,$0.19,$0.17,$0.18,5309
45.1% to 45.3%,10/15/2021 12:00:00 AM,$0.15,$0.18,$0.15,$0.17,5900
45.4% to 45.6%,10/15/2021 12:00:00 AM,$0.09,$0.15,$0.09,$0.10,5691
43.6% to 43.8%,10/15/2021 12:00:00 AM,$0.08,$0.08,$0.05,$0.05,4125
45.7% or higher,10/15/2021 12:00:00 AM,$0.07,$0.14,$0.07,$0.09,10628
43.9% to 44.1%,10/16/2021 12:00:00 AM,$0.09,$0.10,$0.07,$0.08,3215
44.8% to 45.0%,10/16/2021 12:00:00 AM,$0.20,$0.21,$0.19,$0.20,1531
43.5% or lower,10/16/2021 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,5629
44.2% to 44.4%,10/16/2021 12:00:00 AM,$0.14,$0.15,$0.13,$0.14,1787
44.5% to 44.7%,10/16/2021 12:00:00 AM,$0.18,$0.20,$0.17,$0.18,1660
45.1% to 45.3%,10/16/2021 12:00:00 AM,$0.17,$0.19,$0.16,$0.17,3237
45.4% to 45.6%,10/16/2021 12:00:00 AM,$0.10,$0.14,$0.10,$0.12,2397
43.6% to 43.8%,10/16/2021 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,3665
45.7% or higher,10/16/2021 12:00:00 AM,$0.09,$0.13,$0.09,$0.10,4955
43.9% to 44.1%,10/17/2021 12:00:00 AM,$0.08,$0.08,$0.06,$0.07,1933
44.8% to 45.0%,10/17/2021 12:00:00 AM,$0.20,$0.21,$0.19,$0.20,2076
43.5% or lower,10/17/2021 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,4793
44.2% to 44.4%,10/17/2021 12:00:00 AM,$0.14,$0.15,$0.13,$0.15,2791
44.5% to 44.7%,10/17/2021 12:00:00 AM,$0.18,$0.20,$0.18,$0.20,1710
45.1% to 45.3%,10/17/2021 12:00:00 AM,$0.17,$0.19,$0.16,$0.19,3644
45.4% to 45.6%,10/17/2021 12:00:00 AM,$0.12,$0.12,$0.08,$0.11,4412
43.6% to 43.8%,10/17/2021 12:00:00 AM,$0.04,$0.05,$0.02,$0.04,4691
