ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.1% to 42.3%,11/19/2021 12:00:00 AM,$0.22,$0.23,$0.12,$0.14,10895
43.0% to 43.2%,11/19/2021 12:00:00 AM,$0.14,$0.22,$0.11,$0.21,11976
41.7% or lower,11/19/2021 12:00:00 AM,$0.13,$0.16,$0.03,$0.04,19585
42.4% to 42.6%,11/19/2021 12:00:00 AM,$0.22,$0.30,$0.19,$0.20,12682
42.7% to 42.9%,11/19/2021 12:00:00 AM,$0.19,$0.25,$0.18,$0.23,7970
43.3% to 43.5%,11/19/2021 12:00:00 AM,$0.06,$0.14,$0.04,$0.11,12246
43.6% to 43.8%,11/19/2021 12:00:00 AM,$0.02,$0.07,$0.02,$0.05,15347
41.8% to 42.0%,11/19/2021 12:00:00 AM,$0.14,$0.16,$0.05,$0.06,9687
43.9% or higher,11/19/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.03,16630
42.1% to 42.3%,11/20/2021 12:00:00 AM,$0.14,$0.17,$0.12,$0.15,5768
43.0% to 43.2%,11/20/2021 12:00:00 AM,$0.21,$0.24,$0.20,$0.22,3602
41.7% or lower,11/20/2021 12:00:00 AM,$0.04,$0.06,$0.03,$0.04,5615
42.4% to 42.6%,11/20/2021 12:00:00 AM,$0.20,$0.22,$0.19,$0.20,3249
42.7% to 42.9%,11/20/2021 12:00:00 AM,$0.23,$0.25,$0.21,$0.24,3988
43.3% to 43.5%,11/20/2021 12:00:00 AM,$0.11,$0.14,$0.09,$0.14,6139
43.6% to 43.8%,11/20/2021 12:00:00 AM,$0.05,$0.06,$0.04,$0.06,6341
41.8% to 42.0%,11/20/2021 12:00:00 AM,$0.06,$0.08,$0.05,$0.06,3128
43.9% or higher,11/20/2021 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,5436
42.1% to 42.3%,11/21/2021 12:00:00 AM,$0.15,$0.20,$0.11,$0.14,9896
43.0% to 43.2%,11/21/2021 12:00:00 AM,$0.22,$0.23,$0.15,$0.20,8952
41.7% or lower,11/21/2021 12:00:00 AM,$0.04,$0.10,$0.04,$0.04,14354
42.4% to 42.6%,11/21/2021 12:00:00 AM,$0.20,$0.29,$0.19,$0.25,7585
42.7% to 42.9%,11/21/2021 12:00:00 AM,$0.24,$0.32,$0.23,$0.31,7281
43.3% to 43.5%,11/21/2021 12:00:00 AM,$0.14,$0.14,$0.03,$0.06,11889
43.6% to 43.8%,11/21/2021 12:00:00 AM,$0.06,$0.06,$0.01,$0.01,15642
41.8% to 42.0%,11/21/2021 12:00:00 AM,$0.06,$0.13,$0.06,$0.07,12064
43.9% or higher,11/21/2021 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,9423
42.1% to 42.3%,11/22/2021 12:00:00 AM,$0.14,$0.17,$0.10,$0.12,9997
43.0% to 43.2%,11/22/2021 12:00:00 AM,$0.20,$0.25,$0.07,$0.20,14020
41.7% or lower,11/22/2021 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,11856
42.4% to 42.6%,11/22/2021 12:00:00 AM,$0.25,$0.31,$0.22,$0.30,7507
42.7% to 42.9%,11/22/2021 12:00:00 AM,$0.31,$0.38,$0.26,$0.35,9373
43.3% to 43.5%,11/22/2021 12:00:00 AM,$0.06,$0.10,$0.02,$0.04,13661
43.6% to 43.8%,11/22/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,19696
41.8% to 42.0%,11/22/2021 12:00:00 AM,$0.07,$0.08,$0.03,$0.05,7873
43.9% or higher,11/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.1% to 42.3%,11/23/2021 12:00:00 AM,$0.12,$0.12,$0.02,$0.04,14136
43.0% to 43.2%,11/23/2021 12:00:00 AM,$0.20,$0.44,$0.18,$0.29,15299
41.7% or lower,11/23/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,8744
42.4% to 42.6%,11/23/2021 12:00:00 AM,$0.30,$0.31,$0.09,$0.16,16071
42.7% to 42.9%,11/23/2021 12:00:00 AM,$0.35,$0.54,$0.30,$0.48,19313
43.3% to 43.5%,11/23/2021 12:00:00 AM,$0.04,$0.20,$0.04,$0.04,18254
43.6% to 43.8%,11/23/2021 12:00:00 AM,$0.01,$0.05,$0.01,$0.01,15685
41.8% to 42.0%,11/23/2021 12:00:00 AM,$0.05,$0.05,$0.01,$0.01,12549
43.9% or higher,11/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,14333
