ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
45.1% to 45.3%,9/13/2021 12:00:00 AM,$0.13,$0.19,$0.07,$0.08,2975
46.3% or higher,9/13/2021 12:00:00 AM,$0.17,$0.29,$0.17,$0.23,4549
44.8% to 45.0%,9/13/2021 12:00:00 AM,$0.10,$0.14,$0.05,$0.07,2726
45.4% to 45.6%,9/13/2021 12:00:00 AM,$0.14,$0.30,$0.09,$0.30,4537
45.7% to 45.9%,9/14/2021 12:00:00 AM,$0.20,$0.20,$0.08,$0.09,6224
44.2% to 44.4%,9/14/2021 12:00:00 AM,$0.03,$0.12,$0.01,$0.03,5689
44.1% or lower,9/14/2021 12:00:00 AM,$0.02,$0.07,$0.01,$0.02,7276
46.0% to 46.2%,9/14/2021 12:00:00 AM,$0.17,$0.18,$0.04,$0.04,7953
44.5% to 44.7%,9/14/2021 12:00:00 AM,$0.05,$0.17,$0.01,$0.12,5570
45.1% to 45.3%,9/14/2021 12:00:00 AM,$0.08,$0.24,$0.07,$0.22,4265
46.3% or higher,9/14/2021 12:00:00 AM,$0.23,$0.25,$0.01,$0.02,8555
44.8% to 45.0%,9/14/2021 12:00:00 AM,$0.07,$0.38,$0.05,$0.36,6539
45.4% to 45.6%,9/14/2021 12:00:00 AM,$0.30,$0.32,$0.10,$0.14,5295
45.7% to 45.9%,9/15/2021 12:00:00 AM,$0.09,$0.14,$0.01,$0.01,30060
44.2% to 44.4%,9/15/2021 12:00:00 AM,$0.03,$0.07,$0.01,$0.01,10127
44.1% or lower,9/15/2021 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,12515
46.0% to 46.2%,9/15/2021 12:00:00 AM,$0.04,$0.09,$0.01,$0.01,18693
44.5% to 44.7%,9/15/2021 12:00:00 AM,$0.12,$0.13,$0.01,$0.01,20786
45.1% to 45.3%,9/15/2021 12:00:00 AM,$0.22,$0.99,$0.16,$0.97,64365
46.3% or higher,9/15/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,18549
44.8% to 45.0%,9/15/2021 12:00:00 AM,$0.36,$0.55,$0.01,$0.01,24906
45.4% to 45.6%,9/15/2021 12:00:00 AM,$0.14,$0.39,$0.01,$0.01,23002
45.7% to 45.9%,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,266
44.2% to 44.4%,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.1% or lower,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,151
46.0% to 46.2%,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.5% to 44.7%,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,12
45.1% to 45.3%,9/16/2021 12:00:00 AM,$0.97,$0.99,$0.75,$0.99,15249
46.3% or higher,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,176
44.8% to 45.0%,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,92
45.4% to 45.6%,9/16/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,350
