ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
43.6% to 43.8%,1/4/2022 12:00:00 AM,$0.11,$0.18,$0.05,$0.08,10279
42.3% or lower,1/4/2022 12:00:00 AM,$0.08,$0.10,$0.01,$0.01,13708
43.0% to 43.2%,1/4/2022 12:00:00 AM,$0.35,$0.50,$0.33,$0.45,4156
43.3% to 43.5%,1/4/2022 12:00:00 AM,$0.21,$0.40,$0.19,$0.36,10089
43.9% to 44.1%,1/4/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,14042
44.2% to 44.4%,1/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1174
42.4% to 42.6%,1/4/2022 12:00:00 AM,$0.14,$0.18,$0.03,$0.05,13557
44.5% or higher,1/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,495
42.7% to 42.9%,1/5/2022 12:00:00 AM,$0.14,$0.26,$0.01,$0.01,20810
43.6% to 43.8%,1/5/2022 12:00:00 AM,$0.08,$0.19,$0.01,$0.01,15697
42.3% or lower,1/5/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6597
43.0% to 43.2%,1/5/2022 12:00:00 AM,$0.45,$0.99,$0.38,$0.99,34622
43.3% to 43.5%,1/5/2022 12:00:00 AM,$0.36,$0.41,$0.01,$0.01,25272
43.9% to 44.1%,1/5/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,6559
44.2% to 44.4%,1/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,262
42.4% to 42.6%,1/5/2022 12:00:00 AM,$0.05,$0.08,$0.01,$0.01,17799
44.5% or higher,1/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,215
42.7% to 42.9%,1/6/2022 12:00:00 AM,$0.01,$0.20,$0.01,$0.01,21562
43.6% to 43.8%,1/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.3% or lower,1/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
43.0% to 43.2%,1/6/2022 12:00:00 AM,$0.99,$0.99,$0.88,$0.99,16184
43.3% to 43.5%,1/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1639
43.9% to 44.1%,1/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.2% to 44.4%,1/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.4% to 42.6%,1/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.5% or higher,1/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
