ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.1% to 42.3%,11/27/2021 12:00:00 AM,$0.15,$0.21,$0.14,$0.19,1340
40.6% to 40.8%,11/27/2021 12:00:00 AM,$0.03,$0.04,$0.01,$0.02,3215
40.5% or lower,11/27/2021 12:00:00 AM,$0.03,$0.04,$0.01,$0.03,3630
42.4% to 42.6%,11/27/2021 12:00:00 AM,$0.17,$0.21,$0.16,$0.18,1137
40.9% to 41.1%,11/27/2021 12:00:00 AM,$0.05,$0.10,$0.02,$0.07,3962
41.5% to 41.7%,11/27/2021 12:00:00 AM,$0.18,$0.18,$0.06,$0.17,4359
42.7% or higher,11/27/2021 12:00:00 AM,$0.15,$0.35,$0.13,$0.27,3884
41.2% to 41.4%,11/27/2021 12:00:00 AM,$0.12,$0.12,$0.03,$0.11,4641
41.8% to 42.0%,11/27/2021 12:00:00 AM,$0.19,$0.20,$0.11,$0.15,2107
42.1% to 42.3%,11/28/2021 12:00:00 AM,$0.19,$0.20,$0.17,$0.17,188
40.6% to 40.8%,11/28/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,655
40.5% or lower,11/28/2021 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,877
42.4% to 42.6%,11/28/2021 12:00:00 AM,$0.18,$0.20,$0.15,$0.15,448
40.9% to 41.1%,11/28/2021 12:00:00 AM,$0.07,$0.07,$0.02,$0.03,1426
41.5% to 41.7%,11/28/2021 12:00:00 AM,$0.17,$0.18,$0.09,$0.11,1320
42.7% or higher,11/28/2021 12:00:00 AM,$0.27,$0.39,$0.26,$0.35,2508
41.2% to 41.4%,11/28/2021 12:00:00 AM,$0.11,$0.12,$0.04,$0.07,2727
41.8% to 42.0%,11/28/2021 12:00:00 AM,$0.15,$0.18,$0.14,$0.14,407
42.1% to 42.3%,11/29/2021 12:00:00 AM,$0.17,$0.18,$0.08,$0.12,3327
40.6% to 40.8%,11/29/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,2968
40.5% or lower,11/29/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3781
42.4% to 42.6%,11/29/2021 12:00:00 AM,$0.15,$0.20,$0.14,$0.19,1763
40.9% to 41.1%,11/29/2021 12:00:00 AM,$0.03,$0.05,$0.02,$0.02,2839
41.5% to 41.7%,11/29/2021 12:00:00 AM,$0.11,$0.12,$0.04,$0.04,1754
42.7% or higher,11/29/2021 12:00:00 AM,$0.35,$0.49,$0.32,$0.40,5974
41.2% to 41.4%,11/29/2021 12:00:00 AM,$0.07,$0.09,$0.03,$0.03,1501
41.8% to 42.0%,11/29/2021 12:00:00 AM,$0.14,$0.16,$0.07,$0.10,3443
42.1% to 42.3%,11/30/2021 12:00:00 AM,$0.12,$0.29,$0.10,$0.20,5422
40.6% to 40.8%,11/30/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,5725
40.5% or lower,11/30/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,7703
42.4% to 42.6%,11/30/2021 12:00:00 AM,$0.19,$0.26,$0.16,$0.25,1710
40.9% to 41.1%,11/30/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.02,5648
41.5% to 41.7%,11/30/2021 12:00:00 AM,$0.04,$0.07,$0.03,$0.04,3286
42.7% or higher,11/30/2021 12:00:00 AM,$0.40,$0.54,$0.29,$0.37,8604
41.2% to 41.4%,11/30/2021 12:00:00 AM,$0.03,$0.05,$0.01,$0.02,3952
41.8% to 42.0%,11/30/2021 12:00:00 AM,$0.10,$0.15,$0.08,$0.12,4592
42.1% to 42.3%,12/1/2021 12:00:00 AM,$0.20,$0.40,$0.17,$0.35,7661
40.6% to 40.8%,12/1/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6291
