ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.5% or lower,12/1/2021 12:00:00 AM,$0.01,$0.07,$0.01,$0.01,6129
42.4% to 42.6%,12/1/2021 12:00:00 AM,$0.25,$0.39,$0.15,$0.23,13121
40.9% to 41.1%,12/1/2021 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,5324
41.5% to 41.7%,12/1/2021 12:00:00 AM,$0.04,$0.20,$0.04,$0.09,14479
42.7% or higher,12/1/2021 12:00:00 AM,$0.37,$0.38,$0.07,$0.14,15573
41.2% to 41.4%,12/1/2021 12:00:00 AM,$0.02,$0.06,$0.01,$0.02,7009
41.8% to 42.0%,12/1/2021 12:00:00 AM,$0.12,$0.35,$0.10,$0.20,10104
42.1% to 42.3%,12/2/2021 12:00:00 AM,$0.35,$0.78,$0.17,$0.24,24544
40.6% to 40.8%,12/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,299
40.5% or lower,12/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,299
42.4% to 42.6%,12/2/2021 12:00:00 AM,$0.23,$0.81,$0.15,$0.77,17767
40.9% to 41.1%,12/2/2021 12:00:00 AM,$0.01,$0.07,$0.01,$0.01,3348
41.5% to 41.7%,12/2/2021 12:00:00 AM,$0.09,$0.11,$0.01,$0.01,10478
42.7% or higher,12/2/2021 12:00:00 AM,$0.14,$0.14,$0.03,$0.06,14582
41.2% to 41.4%,12/2/2021 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,4528
41.8% to 42.0%,12/2/2021 12:00:00 AM,$0.20,$0.25,$0.01,$0.01,12340
42.1% to 42.3%,12/3/2021 12:00:00 AM,$0.24,$0.99,$0.18,$0.99,22151
40.6% to 40.8%,12/3/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
40.5% or lower,12/3/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,245
42.4% to 42.6%,12/3/2021 12:00:00 AM,$0.77,$0.82,$0.01,$0.01,22155
40.9% to 41.1%,12/3/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.5% to 41.7%,12/3/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,199
42.7% or higher,12/3/2021 12:00:00 AM,$0.06,$0.09,$0.01,$0.01,25356
41.2% to 41.4%,12/3/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,55
41.8% to 42.0%,12/3/2021 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,8445
