ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.1% to 42.3%,1/7/2022 12:00:00 AM,$0.12,$0.25,$0.11,$0.18,4909
43.0% to 43.2%,1/7/2022 12:00:00 AM,$0.23,$0.23,$0.14,$0.17,3455
41.7% or lower,1/7/2022 12:00:00 AM,$0.03,$0.07,$0.02,$0.04,11378
42.4% to 42.6%,1/7/2022 12:00:00 AM,$0.20,$0.29,$0.19,$0.25,2839
42.7% to 42.9%,1/7/2022 12:00:00 AM,$0.26,$0.27,$0.21,$0.22,4607
43.3% to 43.5%,1/7/2022 12:00:00 AM,$0.14,$0.15,$0.07,$0.08,4782
43.6% to 43.8%,1/7/2022 12:00:00 AM,$0.05,$0.05,$0.02,$0.03,4234
41.8% to 42.0%,1/7/2022 12:00:00 AM,$0.06,$0.10,$0.04,$0.06,4869
43.9% or higher,1/7/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.02,12850
42.1% to 42.3%,1/8/2022 12:00:00 AM,$0.18,$0.18,$0.16,$0.16,1184
43.0% to 43.2%,1/8/2022 12:00:00 AM,$0.17,$0.18,$0.14,$0.14,832
41.7% or lower,1/8/2022 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,1445
42.4% to 42.6%,1/8/2022 12:00:00 AM,$0.25,$0.26,$0.24,$0.25,1381
42.7% to 42.9%,1/8/2022 12:00:00 AM,$0.22,$0.25,$0.22,$0.23,867
43.3% to 43.5%,1/8/2022 12:00:00 AM,$0.08,$0.10,$0.07,$0.08,1599
43.6% to 43.8%,1/8/2022 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,2731
41.8% to 42.0%,1/8/2022 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,1094
43.9% or higher,1/8/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,2545
42.1% to 42.3%,1/9/2022 12:00:00 AM,$0.16,$0.17,$0.15,$0.15,803
43.0% to 43.2%,1/9/2022 12:00:00 AM,$0.14,$0.20,$0.14,$0.18,996
41.7% or lower,1/9/2022 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,1870
42.4% to 42.6%,1/9/2022 12:00:00 AM,$0.25,$0.28,$0.25,$0.26,997
42.7% to 42.9%,1/9/2022 12:00:00 AM,$0.23,$0.25,$0.22,$0.23,1782
43.3% to 43.5%,1/9/2022 12:00:00 AM,$0.08,$0.10,$0.08,$0.09,988
43.6% to 43.8%,1/9/2022 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,1233
41.8% to 42.0%,1/9/2022 12:00:00 AM,$0.05,$0.07,$0.05,$0.06,567
43.9% or higher,1/9/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1386
42.1% to 42.3%,1/10/2022 12:00:00 AM,$0.15,$0.17,$0.03,$0.03,12757
43.0% to 43.2%,1/10/2022 12:00:00 AM,$0.18,$0.44,$0.13,$0.33,6465
41.7% or lower,1/10/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,17434
42.4% to 42.6%,1/10/2022 12:00:00 AM,$0.26,$0.28,$0.10,$0.14,8128
42.7% to 42.9%,1/10/2022 12:00:00 AM,$0.23,$0.35,$0.22,$0.27,2760
43.3% to 43.5%,1/10/2022 12:00:00 AM,$0.09,$0.22,$0.07,$0.17,12331
43.6% to 43.8%,1/10/2022 12:00:00 AM,$0.02,$0.09,$0.02,$0.06,11155
41.8% to 42.0%,1/10/2022 12:00:00 AM,$0.06,$0.07,$0.01,$0.01,15889
43.9% or higher,1/10/2022 12:00:00 AM,$0.01,$0.04,$0.01,$0.02,10762
42.1% to 42.3%,1/11/2022 12:00:00 AM,$0.03,$0.05,$0.01,$0.01,11713
43.0% to 43.2%,1/11/2022 12:00:00 AM,$0.33,$0.42,$0.29,$0.40,6528
41.7% or lower,1/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,685
42.4% to 42.6%,1/11/2022 12:00:00 AM,$0.14,$0.18,$0.03,$0.10,8675
42.7% to 42.9%,1/11/2022 12:00:00 AM,$0.27,$0.49,$0.27,$0.41,4727
43.3% to 43.5%,1/11/2022 12:00:00 AM,$0.17,$0.17,$0.08,$0.12,9075
43.6% to 43.8%,1/11/2022 12:00:00 AM,$0.06,$0.06,$0.01,$0.02,13190
41.8% to 42.0%,1/11/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,3713
43.9% or higher,1/11/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,9089
42.1% to 42.3%,1/12/2022 12:00:00 AM,$0.01,$0.99,$0.01,$0.99,84524
43.0% to 43.2%,1/12/2022 12:00:00 AM,$0.40,$0.86,$0.01,$0.01,82779
41.7% or lower,1/12/2022 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,41354
42.4% to 42.6%,1/12/2022 12:00:00 AM,$0.10,$0.59,$0.01,$0.01,61167
42.7% to 42.9%,1/12/2022 12:00:00 AM,$0.41,$0.46,$0.01,$0.01,61846
43.3% to 43.5%,1/12/2022 12:00:00 AM,$0.12,$0.20,$0.01,$0.01,33789
43.6% to 43.8%,1/12/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,9364
