ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.8% to 41.0%,5/2/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,4931
42.9% or higher,5/2/2022 12:00:00 AM,$0.01,$0.07,$0.01,$0.02,5689
41.1% to 41.3%,5/3/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,4915
42.0% to 42.2%,5/3/2022 12:00:00 AM,$0.34,$0.45,$0.23,$0.35,5236
40.7% or lower,5/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,432
41.4% to 41.6%,5/3/2022 12:00:00 AM,$0.10,$0.12,$0.01,$0.01,5611
41.7% to 41.9%,5/3/2022 12:00:00 AM,$0.28,$0.38,$0.06,$0.07,5586
42.3% to 42.5%,5/3/2022 12:00:00 AM,$0.24,$0.60,$0.13,$0.60,5722
42.6% to 42.8%,5/3/2022 12:00:00 AM,$0.09,$0.44,$0.04,$0.13,7358
40.8% to 41.0%,5/3/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,646
42.9% or higher,5/3/2022 12:00:00 AM,$0.02,$0.05,$0.01,$0.03,4794
41.1% to 41.3%,5/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,55
42.0% to 42.2%,5/4/2022 12:00:00 AM,$0.35,$0.98,$0.01,$0.01,40377
40.7% or lower,5/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
41.4% to 41.6%,5/4/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3952
41.7% to 41.9%,5/4/2022 12:00:00 AM,$0.07,$0.12,$0.01,$0.01,17285
42.3% to 42.5%,5/4/2022 12:00:00 AM,$0.60,$0.99,$0.08,$0.99,55609
42.6% to 42.8%,5/4/2022 12:00:00 AM,$0.13,$0.15,$0.01,$0.01,12260
40.8% to 41.0%,5/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
42.9% or higher,5/4/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,6664
41.1% to 41.3%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.0% to 42.2%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2813
40.7% or lower,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.4% to 41.6%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.7% to 41.9%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
42.3% to 42.5%,5/5/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,3044
42.6% to 42.8%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.8% to 41.0%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.9% or higher,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
