ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.7% to 40.9%,2/4/2022 12:00:00 AM,$0.09,$0.11,$0.05,$0.06,5509
41.6% to 41.8%,2/4/2022 12:00:00 AM,$0.22,$0.25,$0.20,$0.24,5620
40.6% or lower,2/4/2022 12:00:00 AM,$0.09,$0.10,$0.03,$0.04,9807
41.0% to 41.2%,2/4/2022 12:00:00 AM,$0.18,$0.18,$0.11,$0.12,3956
41.3% to 41.5%,2/4/2022 12:00:00 AM,$0.22,$0.23,$0.18,$0.20,3286
41.9% to 42.1%,2/4/2022 12:00:00 AM,$0.16,$0.23,$0.14,$0.20,3143
42.2% to 42.4%,2/4/2022 12:00:00 AM,$0.08,$0.17,$0.07,$0.15,4422
42.5% to 42.7%,2/4/2022 12:00:00 AM,$0.03,$0.10,$0.03,$0.08,5601
42.8% or higher,2/4/2022 12:00:00 AM,$0.03,$0.07,$0.03,$0.05,6577
40.7% to 40.9%,2/5/2022 12:00:00 AM,$0.06,$0.07,$0.05,$0.06,1221
41.6% to 41.8%,2/5/2022 12:00:00 AM,$0.24,$0.24,$0.22,$0.22,1816
40.6% or lower,2/5/2022 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,2164
41.0% to 41.2%,2/5/2022 12:00:00 AM,$0.12,$0.14,$0.11,$0.13,2382
41.3% to 41.5%,2/5/2022 12:00:00 AM,$0.20,$0.21,$0.18,$0.20,1235
41.9% to 42.1%,2/5/2022 12:00:00 AM,$0.20,$0.23,$0.19,$0.20,1595
42.2% to 42.4%,2/5/2022 12:00:00 AM,$0.15,$0.16,$0.12,$0.13,1424
42.5% to 42.7%,2/5/2022 12:00:00 AM,$0.08,$0.08,$0.05,$0.05,2922
42.8% or higher,2/5/2022 12:00:00 AM,$0.05,$0.05,$0.03,$0.03,3030
40.7% to 40.9%,2/6/2022 12:00:00 AM,$0.06,$0.07,$0.06,$0.07,1089
41.6% to 41.8%,2/6/2022 12:00:00 AM,$0.22,$0.24,$0.20,$0.24,1506
40.6% or lower,2/6/2022 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,1927
41.0% to 41.2%,2/6/2022 12:00:00 AM,$0.13,$0.15,$0.11,$0.14,1419
41.3% to 41.5%,2/6/2022 12:00:00 AM,$0.20,$0.21,$0.18,$0.21,1387
41.9% to 42.1%,2/6/2022 12:00:00 AM,$0.20,$0.22,$0.19,$0.19,875
42.2% to 42.4%,2/6/2022 12:00:00 AM,$0.13,$0.16,$0.12,$0.12,2243
42.5% to 42.7%,2/6/2022 12:00:00 AM,$0.05,$0.09,$0.05,$0.06,2676
42.8% or higher,2/6/2022 12:00:00 AM,$0.03,$0.05,$0.02,$0.02,3661
40.7% to 40.9%,2/7/2022 12:00:00 AM,$0.07,$0.28,$0.04,$0.28,10481
41.6% to 41.8%,2/7/2022 12:00:00 AM,$0.24,$0.27,$0.12,$0.16,15280
40.6% or lower,2/7/2022 12:00:00 AM,$0.04,$0.40,$0.01,$0.18,18692
41.0% to 41.2%,2/7/2022 12:00:00 AM,$0.14,$0.31,$0.07,$0.26,9085
41.3% to 41.5%,2/7/2022 12:00:00 AM,$0.21,$0.27,$0.13,$0.22,8148
41.9% to 42.1%,2/7/2022 12:00:00 AM,$0.19,$0.25,$0.03,$0.03,13680
42.2% to 42.4%,2/7/2022 12:00:00 AM,$0.12,$0.21,$0.02,$0.02,14605
42.5% to 42.7%,2/7/2022 12:00:00 AM,$0.06,$0.11,$0.01,$0.02,16250
42.8% or higher,2/7/2022 12:00:00 AM,$0.02,$0.07,$0.01,$0.01,11282
40.7% to 40.9%,2/8/2022 12:00:00 AM,$0.28,$0.30,$0.16,$0.19,4023
41.6% to 41.8%,2/8/2022 12:00:00 AM,$0.16,$0.16,$0.08,$0.11,8153
40.6% or lower,2/8/2022 12:00:00 AM,$0.18,$0.24,$0.09,$0.11,8726
41.0% to 41.2%,2/8/2022 12:00:00 AM,$0.26,$0.37,$0.20,$0.31,7365
41.3% to 41.5%,2/8/2022 12:00:00 AM,$0.22,$0.34,$0.15,$0.29,8784
41.9% to 42.1%,2/8/2022 12:00:00 AM,$0.03,$0.08,$0.02,$0.02,9960
42.2% to 42.4%,2/8/2022 12:00:00 AM,$0.02,$0.09,$0.01,$0.02,8939
42.5% to 42.7%,2/8/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,1869
42.8% or higher,2/8/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1148
40.7% to 40.9%,2/9/2022 12:00:00 AM,$0.19,$0.43,$0.01,$0.01,26933
41.6% to 41.8%,2/9/2022 12:00:00 AM,$0.11,$0.23,$0.01,$0.01,21839
40.6% or lower,2/9/2022 12:00:00 AM,$0.11,$0.15,$0.01,$0.01,31640
41.0% to 41.2%,2/9/2022 12:00:00 AM,$0.31,$0.69,$0.01,$0.01,38078
41.3% to 41.5%,2/9/2022 12:00:00 AM,$0.29,$0.99,$0.17,$0.99,47085
41.9% to 42.1%,2/9/2022 12:00:00 AM,$0.02,$0.06,$0.01,$0.01,16200
42.2% to 42.4%,2/9/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,3098
42.5% to 42.7%,2/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,901
42.8% or higher,2/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,279
40.7% to 40.9%,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,270
41.6% to 41.8%,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1036
40.6% or lower,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
41.0% to 41.2%,2/10/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,7762
41.3% to 41.5%,2/10/2022 12:00:00 AM,$0.99,$0.99,$0.96,$0.99,9428
41.9% to 42.1%,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4
42.2% to 42.4%,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.5% to 42.7%,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,358
42.8% or higher,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
