ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
45.4% to 45.6%,9/6/2021 12:00:00 AM,$0.17,$0.22,$0.12,$0.14,9846
45.7% to 45.9%,9/7/2021 12:00:00 AM,$0.28,$0.36,$0.09,$0.34,12088
46.6% to 46.8%,9/7/2021 12:00:00 AM,$0.09,$0.13,$0.03,$0.04,8968
44.7% or lower,9/7/2021 12:00:00 AM,$0.04,$0.24,$0.01,$0.03,22426
46.0% to 46.2%,9/7/2021 12:00:00 AM,$0.23,$0.45,$0.12,$0.27,14972
46.3% to 46.5%,9/7/2021 12:00:00 AM,$0.13,$0.24,$0.07,$0.13,13724
45.1% to 45.3%,9/7/2021 12:00:00 AM,$0.09,$0.17,$0.02,$0.09,18398
46.9% or higher,9/7/2021 12:00:00 AM,$0.08,$0.30,$0.02,$0.03,12826
44.8% to 45.0%,9/7/2021 12:00:00 AM,$0.04,$0.10,$0.02,$0.03,13684
45.4% to 45.6%,9/7/2021 12:00:00 AM,$0.14,$0.30,$0.05,$0.16,19548
45.7% to 45.9%,9/8/2021 12:00:00 AM,$0.34,$0.48,$0.01,$0.01,39145
46.6% to 46.8%,9/8/2021 12:00:00 AM,$0.04,$0.09,$0.01,$0.01,15922
44.7% or lower,9/8/2021 12:00:00 AM,$0.03,$0.11,$0.01,$0.01,29014
46.0% to 46.2%,9/8/2021 12:00:00 AM,$0.27,$0.32,$0.01,$0.01,32727
46.3% to 46.5%,9/8/2021 12:00:00 AM,$0.13,$0.27,$0.01,$0.01,19197
45.1% to 45.3%,9/8/2021 12:00:00 AM,$0.09,$0.99,$0.05,$0.99,75967
46.9% or higher,9/8/2021 12:00:00 AM,$0.03,$0.05,$0.01,$0.01,15808
44.8% to 45.0%,9/8/2021 12:00:00 AM,$0.03,$0.26,$0.01,$0.01,40628
45.4% to 45.6%,9/8/2021 12:00:00 AM,$0.16,$0.35,$0.01,$0.05,40800
45.7% to 45.9%,9/9/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
46.6% to 46.8%,9/9/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.7% or lower,9/9/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,250
46.0% to 46.2%,9/9/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
46.3% to 46.5%,9/9/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.1% to 45.3%,9/9/2021 12:00:00 AM,$0.99,$0.99,$0.98,$0.99,4643
46.9% or higher,9/9/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.8% to 45.0%,9/9/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.4% to 45.6%,9/9/2021 12:00:00 AM,$0.05,$0.05,$0.01,$0.01,1662
