ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.3% to 40.5%,3/3/2022 12:00:00 AM,$0.11,$0.15,$0.01,$0.03,12963
40.2% or lower,3/3/2022 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,5849
42.1% to 42.3%,3/3/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,1579
40.6% to 40.8%,3/3/2022 12:00:00 AM,$0.31,$0.34,$0.07,$0.16,16407
41.2% to 41.4%,3/3/2022 12:00:00 AM,$0.15,$0.34,$0.05,$0.10,9792
42.4% or higher,3/3/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,2781
40.9% to 41.1%,3/3/2022 12:00:00 AM,$0.38,$0.79,$0.34,$0.78,13302
41.5% to 41.7%,3/3/2022 12:00:00 AM,$0.07,$0.21,$0.01,$0.02,10282
41.8% to 42.0%,3/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,761
40.3% to 40.5%,3/4/2022 12:00:00 AM,$0.03,$0.14,$0.01,$0.01,8541
40.2% or lower,3/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2167
42.1% to 42.3%,3/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
40.6% to 40.8%,3/4/2022 12:00:00 AM,$0.16,$0.99,$0.16,$0.99,31972
41.2% to 41.4%,3/4/2022 12:00:00 AM,$0.10,$0.15,$0.01,$0.01,8536
42.4% or higher,3/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.9% to 41.1%,3/4/2022 12:00:00 AM,$0.78,$0.78,$0.01,$0.01,39936
41.5% to 41.7%,3/4/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,3479
