ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.1% to 40.3%,5/27/2022 12:00:00 AM,$0.22,$0.29,$0.17,$0.27,1412
41.0% to 41.2%,5/27/2022 12:00:00 AM,$0.09,$0.15,$0.09,$0.10,3211
39.7% or lower,5/27/2022 12:00:00 AM,$0.08,$0.09,$0.03,$0.03,5275
40.4% to 40.6%,5/27/2022 12:00:00 AM,$0.27,$0.35,$0.27,$0.34,2147
40.7% to 40.9%,5/27/2022 12:00:00 AM,$0.18,$0.25,$0.18,$0.21,950
41.3% to 41.5%,5/27/2022 12:00:00 AM,$0.03,$0.07,$0.02,$0.03,9276
41.6% to 41.8%,5/27/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6083
39.8% to 40.0%,5/27/2022 12:00:00 AM,$0.11,$0.13,$0.07,$0.09,2548
41.9% or higher,5/27/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3786
40.1% to 40.3%,5/28/2022 12:00:00 AM,$0.27,$0.27,$0.26,$0.26,826
41.0% to 41.2%,5/28/2022 12:00:00 AM,$0.10,$0.12,$0.08,$0.09,2543
39.7% or lower,5/28/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,3359
40.4% to 40.6%,5/28/2022 12:00:00 AM,$0.34,$0.34,$0.30,$0.30,460
40.7% to 40.9%,5/28/2022 12:00:00 AM,$0.21,$0.31,$0.19,$0.25,952
41.3% to 41.5%,5/28/2022 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,539
41.6% to 41.8%,5/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
39.8% to 40.0%,5/28/2022 12:00:00 AM,$0.09,$0.09,$0.05,$0.05,1816
41.9% or higher,5/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
40.1% to 40.3%,5/29/2022 12:00:00 AM,$0.26,$0.28,$0.23,$0.26,927
41.0% to 41.2%,5/29/2022 12:00:00 AM,$0.09,$0.16,$0.09,$0.13,2715
39.7% or lower,5/29/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,4004
40.4% to 40.6%,5/29/2022 12:00:00 AM,$0.30,$0.43,$0.30,$0.33,2575
40.7% to 40.9%,5/29/2022 12:00:00 AM,$0.25,$0.31,$0.22,$0.30,1944
41.3% to 41.5%,5/29/2022 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,3460
41.6% to 41.8%,5/29/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
39.8% to 40.0%,5/29/2022 12:00:00 AM,$0.05,$0.10,$0.05,$0.08,1896
41.9% or higher,5/29/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
40.1% to 40.3%,5/30/2022 12:00:00 AM,$0.26,$0.26,$0.05,$0.11,3593
41.0% to 41.2%,5/30/2022 12:00:00 AM,$0.13,$0.23,$0.11,$0.11,2818
39.7% or lower,5/30/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,7502
40.4% to 40.6%,5/30/2022 12:00:00 AM,$0.33,$0.40,$0.28,$0.34,1694
40.7% to 40.9%,5/30/2022 12:00:00 AM,$0.30,$0.43,$0.29,$0.40,3274
41.3% to 41.5%,5/30/2022 12:00:00 AM,$0.04,$0.07,$0.04,$0.04,3650
41.6% to 41.8%,5/30/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,3820
39.8% to 40.0%,5/30/2022 12:00:00 AM,$0.08,$0.08,$0.01,$0.02,6448
41.9% or higher,5/30/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1200
40.1% to 40.3%,5/31/2022 12:00:00 AM,$0.11,$0.11,$0.01,$0.02,8187
41.0% to 41.2%,5/31/2022 12:00:00 AM,$0.11,$0.30,$0.11,$0.28,6850
39.7% or lower,5/31/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1573
40.4% to 40.6%,5/31/2022 12:00:00 AM,$0.34,$0.38,$0.14,$0.18,5343
40.7% to 40.9%,5/31/2022 12:00:00 AM,$0.40,$0.59,$0.39,$0.49,10169
41.3% to 41.5%,5/31/2022 12:00:00 AM,$0.04,$0.08,$0.02,$0.05,6796
41.6% to 41.8%,5/31/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3181
39.8% to 40.0%,5/31/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,5576
41.9% or higher,5/31/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,700
40.1% to 40.3%,6/1/2022 12:00:00 AM,$0.02,$0.13,$0.01,$0.01,9015
41.0% to 41.2%,6/1/2022 12:00:00 AM,$0.28,$0.99,$0.10,$0.99,33868
39.7% or lower,6/1/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,30
40.4% to 40.6%,6/1/2022 12:00:00 AM,$0.18,$0.19,$0.01,$0.01,19397
40.7% to 40.9%,6/1/2022 12:00:00 AM,$0.49,$0.74,$0.01,$0.01,34056
41.3% to 41.5%,6/1/2022 12:00:00 AM,$0.05,$0.10,$0.01,$0.01,17231
41.6% to 41.8%,6/1/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3374
39.8% to 40.0%,6/1/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1917
41.9% or higher,6/1/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3461
40.1% to 40.3%,6/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.0% to 41.2%,6/2/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,408
39.7% or lower,6/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.4% to 40.6%,6/2/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
