ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
43.2% to 43.4%,10/23/2021 12:00:00 AM,$0.13,$0.13,$0.09,$0.10,1682
41.7% to 41.9%,10/23/2021 12:00:00 AM,$0.14,$0.14,$0.10,$0.10,2927
41.6% or lower,10/23/2021 12:00:00 AM,$0.15,$0.15,$0.08,$0.12,3064
43.5% to 43.7%,10/23/2021 12:00:00 AM,$0.10,$0.12,$0.08,$0.10,2884
42.0% to 42.2%,10/23/2021 12:00:00 AM,$0.13,$0.20,$0.10,$0.16,1924
42.6% to 42.8%,10/23/2021 12:00:00 AM,$0.13,$0.15,$0.10,$0.12,1413
43.8% or higher,10/23/2021 12:00:00 AM,$0.15,$0.25,$0.11,$0.15,5144
42.3% to 42.5%,10/23/2021 12:00:00 AM,$0.13,$0.20,$0.13,$0.16,1870
42.9% to 43.1%,10/23/2021 12:00:00 AM,$0.10,$0.14,$0.10,$0.13,1965
43.2% to 43.4%,10/24/2021 12:00:00 AM,$0.10,$0.11,$0.10,$0.10,949
41.7% to 41.9%,10/24/2021 12:00:00 AM,$0.10,$0.12,$0.10,$0.12,919
41.6% or lower,10/24/2021 12:00:00 AM,$0.12,$0.16,$0.12,$0.14,3123
43.5% to 43.7%,10/24/2021 12:00:00 AM,$0.10,$0.10,$0.07,$0.10,1877
42.0% to 42.2%,10/24/2021 12:00:00 AM,$0.16,$0.16,$0.11,$0.14,463
42.6% to 42.8%,10/24/2021 12:00:00 AM,$0.12,$0.13,$0.11,$0.13,384
43.8% or higher,10/24/2021 12:00:00 AM,$0.15,$0.16,$0.10,$0.13,2785
42.3% to 42.5%,10/24/2021 12:00:00 AM,$0.16,$0.16,$0.14,$0.14,461
42.9% to 43.1%,10/24/2021 12:00:00 AM,$0.13,$0.14,$0.11,$0.12,539
43.2% to 43.4%,10/25/2021 12:00:00 AM,$0.10,$0.13,$0.09,$0.11,2179
41.7% to 41.9%,10/25/2021 12:00:00 AM,$0.12,$0.12,$0.08,$0.10,1864
41.6% or lower,10/25/2021 12:00:00 AM,$0.14,$0.16,$0.08,$0.10,3640
43.5% to 43.7%,10/25/2021 12:00:00 AM,$0.10,$0.12,$0.07,$0.07,2278
42.0% to 42.2%,10/25/2021 12:00:00 AM,$0.14,$0.16,$0.10,$0.15,2089
42.6% to 42.8%,10/25/2021 12:00:00 AM,$0.13,$0.15,$0.12,$0.13,1800
43.8% or higher,10/25/2021 12:00:00 AM,$0.13,$0.15,$0.08,$0.08,2573
42.3% to 42.5%,10/25/2021 12:00:00 AM,$0.14,$0.17,$0.13,$0.16,1295
42.9% to 43.1%,10/25/2021 12:00:00 AM,$0.12,$0.18,$0.12,$0.15,2906
43.2% to 43.4%,10/26/2021 12:00:00 AM,$0.11,$0.12,$0.05,$0.05,2975
41.7% to 41.9%,10/26/2021 12:00:00 AM,$0.10,$0.22,$0.08,$0.16,4961
41.6% or lower,10/26/2021 12:00:00 AM,$0.10,$0.16,$0.08,$0.13,2800
43.5% to 43.7%,10/26/2021 12:00:00 AM,$0.07,$0.09,$0.05,$0.05,4621
42.0% to 42.2%,10/26/2021 12:00:00 AM,$0.15,$0.23,$0.13,$0.23,4063
