ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.6% to 42.8%,10/26/2021 12:00:00 AM,$0.13,$0.18,$0.13,$0.14,2664
43.8% or higher,10/26/2021 12:00:00 AM,$0.08,$0.09,$0.05,$0.06,3063
42.3% to 42.5%,10/26/2021 12:00:00 AM,$0.16,$0.20,$0.16,$0.20,2513
42.9% to 43.1%,10/26/2021 12:00:00 AM,$0.15,$0.16,$0.10,$0.10,4387
43.2% to 43.4%,10/27/2021 12:00:00 AM,$0.05,$0.11,$0.04,$0.06,4804
41.7% to 41.9%,10/27/2021 12:00:00 AM,$0.16,$0.17,$0.03,$0.06,5339
41.6% or lower,10/27/2021 12:00:00 AM,$0.13,$0.14,$0.02,$0.03,5852
43.5% to 43.7%,10/27/2021 12:00:00 AM,$0.05,$0.08,$0.03,$0.03,4453
42.0% to 42.2%,10/27/2021 12:00:00 AM,$0.23,$0.32,$0.16,$0.27,6046
42.6% to 42.8%,10/27/2021 12:00:00 AM,$0.14,$0.29,$0.13,$0.28,3994
43.8% or higher,10/27/2021 12:00:00 AM,$0.06,$0.08,$0.02,$0.02,5804
42.3% to 42.5%,10/27/2021 12:00:00 AM,$0.20,$0.35,$0.16,$0.34,3447
42.9% to 43.1%,10/27/2021 12:00:00 AM,$0.10,$0.15,$0.07,$0.09,4936
43.2% to 43.4%,10/28/2021 12:00:00 AM,$0.06,$0.07,$0.01,$0.02,12528
41.7% to 41.9%,10/28/2021 12:00:00 AM,$0.06,$0.12,$0.01,$0.01,15669
41.6% or lower,10/28/2021 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,11604
43.5% to 43.7%,10/28/2021 12:00:00 AM,$0.03,$0.06,$0.01,$0.02,12512
42.0% to 42.2%,10/28/2021 12:00:00 AM,$0.27,$0.27,$0.02,$0.03,19097
42.6% to 42.8%,10/28/2021 12:00:00 AM,$0.28,$0.80,$0.05,$0.09,25910
43.8% or higher,10/28/2021 12:00:00 AM,$0.02,$0.05,$0.01,$0.02,14572
42.3% to 42.5%,10/28/2021 12:00:00 AM,$0.34,$0.88,$0.13,$0.82,36282
42.9% to 43.1%,10/28/2021 12:00:00 AM,$0.09,$0.16,$0.01,$0.02,11915
43.2% to 43.4%,10/29/2021 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,3700
41.7% to 41.9%,10/29/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,48
41.6% or lower,10/29/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,52
43.5% to 43.7%,10/29/2021 12:00:00 AM,$0.02,$0.06,$0.01,$0.01,2982
42.0% to 42.2%,10/29/2021 12:00:00 AM,$0.03,$0.32,$0.01,$0.01,3520
42.6% to 42.8%,10/29/2021 12:00:00 AM,$0.09,$0.20,$0.01,$0.01,8295
43.8% or higher,10/29/2021 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,2053
42.3% to 42.5%,10/29/2021 12:00:00 AM,$0.82,$0.99,$0.66,$0.99,12003
42.9% to 43.1%,10/29/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,2485
