ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.1% to 41.3%,1/21/2022 12:00:00 AM,$0.19,$0.23,$0.15,$0.16,5180
42.0% to 42.2%,1/21/2022 12:00:00 AM,$0.15,$0.18,$0.13,$0.15,5280
40.7% or lower,1/21/2022 12:00:00 AM,$0.09,$0.10,$0.05,$0.07,8035
41.4% to 41.6%,1/21/2022 12:00:00 AM,$0.25,$0.26,$0.21,$0.22,4271
41.7% to 41.9%,1/21/2022 12:00:00 AM,$0.24,$0.24,$0.19,$0.20,5481
42.3% to 42.5%,1/21/2022 12:00:00 AM,$0.09,$0.11,$0.06,$0.09,8175
42.6% to 42.8%,1/21/2022 12:00:00 AM,$0.03,$0.09,$0.03,$0.05,9218
40.8% to 41.0%,1/21/2022 12:00:00 AM,$0.10,$0.12,$0.08,$0.10,5649
42.9% or higher,1/21/2022 12:00:00 AM,$0.01,$0.09,$0.01,$0.03,16413
41.1% to 41.3%,1/22/2022 12:00:00 AM,$0.16,$0.19,$0.16,$0.19,1469
42.0% to 42.2%,1/22/2022 12:00:00 AM,$0.15,$0.17,$0.15,$0.16,1031
40.7% or lower,1/22/2022 12:00:00 AM,$0.07,$0.09,$0.06,$0.06,1403
41.4% to 41.6%,1/22/2022 12:00:00 AM,$0.22,$0.24,$0.21,$0.22,1537
41.7% to 41.9%,1/22/2022 12:00:00 AM,$0.20,$0.23,$0.20,$0.21,1079
42.3% to 42.5%,1/22/2022 12:00:00 AM,$0.09,$0.11,$0.08,$0.09,3564
42.6% to 42.8%,1/22/2022 12:00:00 AM,$0.05,$0.07,$0.04,$0.06,1823
40.8% to 41.0%,1/22/2022 12:00:00 AM,$0.10,$0.11,$0.08,$0.09,1118
42.9% or higher,1/22/2022 12:00:00 AM,$0.03,$0.04,$0.02,$0.04,1583
41.1% to 41.3%,1/23/2022 12:00:00 AM,$0.19,$0.19,$0.03,$0.04,9316
42.0% to 42.2%,1/23/2022 12:00:00 AM,$0.16,$0.29,$0.16,$0.24,3755
40.7% or lower,1/23/2022 12:00:00 AM,$0.06,$0.07,$0.01,$0.01,18297
41.4% to 41.6%,1/23/2022 12:00:00 AM,$0.22,$0.22,$0.07,$0.08,7859
41.7% to 41.9%,1/23/2022 12:00:00 AM,$0.21,$0.21,$0.13,$0.17,6347
42.3% to 42.5%,1/23/2022 12:00:00 AM,$0.09,$0.24,$0.08,$0.22,8707
42.6% to 42.8%,1/23/2022 12:00:00 AM,$0.06,$0.29,$0.05,$0.17,9447
40.8% to 41.0%,1/23/2022 12:00:00 AM,$0.09,$0.09,$0.02,$0.02,12518
42.9% or higher,1/23/2022 12:00:00 AM,$0.04,$0.34,$0.03,$0.10,8797
41.1% to 41.3%,1/24/2022 12:00:00 AM,$0.04,$0.45,$0.04,$0.33,16791
42.0% to 42.2%,1/24/2022 12:00:00 AM,$0.24,$0.30,$0.02,$0.03,12725
40.7% or lower,1/24/2022 12:00:00 AM,$0.01,$0.15,$0.01,$0.12,16336
41.4% to 41.6%,1/24/2022 12:00:00 AM,$0.08,$0.36,$0.07,$0.26,10639
41.7% to 41.9%,1/24/2022 12:00:00 AM,$0.17,$0.31,$0.04,$0.09,11590
42.3% to 42.5%,1/24/2022 12:00:00 AM,$0.22,$0.22,$0.01,$0.03,22273
42.6% to 42.8%,1/24/2022 12:00:00 AM,$0.17,$0.20,$0.01,$0.01,23100
40.8% to 41.0%,1/24/2022 12:00:00 AM,$0.02,$0.25,$0.02,$0.23,14473
42.9% or higher,1/24/2022 12:00:00 AM,$0.10,$0.11,$0.01,$0.01,22993
41.1% to 41.3%,1/25/2022 12:00:00 AM,$0.33,$0.39,$0.12,$0.34,16244
42.0% to 42.2%,1/25/2022 12:00:00 AM,$0.03,$0.18,$0.01,$0.04,19093
40.7% or lower,1/25/2022 12:00:00 AM,$0.12,$0.16,$0.01,$0.09,20895
41.4% to 41.6%,1/25/2022 12:00:00 AM,$0.26,$0.45,$0.22,$0.28,13242
41.7% to 41.9%,1/25/2022 12:00:00 AM,$0.09,$0.39,$0.04,$0.12,17912
42.3% to 42.5%,1/25/2022 12:00:00 AM,$0.03,$0.08,$0.01,$0.01,8604
42.6% to 42.8%,1/25/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6877
40.8% to 41.0%,1/25/2022 12:00:00 AM,$0.23,$0.25,$0.04,$0.19,22580
42.9% or higher,1/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2042
41.1% to 41.3%,1/26/2022 12:00:00 AM,$0.34,$0.99,$0.03,$0.99,52718
42.0% to 42.2%,1/26/2022 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,3733
40.7% or lower,1/26/2022 12:00:00 AM,$0.09,$0.20,$0.01,$0.01,30193
41.4% to 41.6%,1/26/2022 12:00:00 AM,$0.28,$0.80,$0.01,$0.01,50216
41.7% to 41.9%,1/26/2022 12:00:00 AM,$0.12,$0.13,$0.01,$0.01,25057
42.3% to 42.5%,1/26/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2727
42.6% to 42.8%,1/26/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4707
40.8% to 41.0%,1/26/2022 12:00:00 AM,$0.19,$0.93,$0.01,$0.01,61067
42.9% or higher,1/26/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,142
41.1% to 41.3%,1/27/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,676
42.0% to 42.2%,1/27/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.7% or lower,1/27/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
