ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.3% to 40.5%,4/1/2022 12:00:00 AM,$0.10,$0.15,$0.09,$0.13,2725
41.2% to 41.4%,4/1/2022 12:00:00 AM,$0.21,$0.21,$0.17,$0.19,1436
40.2% or lower,4/1/2022 12:00:00 AM,$0.08,$0.11,$0.07,$0.07,3882
40.6% to 40.8%,4/1/2022 12:00:00 AM,$0.17,$0.22,$0.17,$0.22,3475
40.9% to 41.1%,4/1/2022 12:00:00 AM,$0.20,$0.23,$0.20,$0.23,2069
41.5% to 41.7%,4/1/2022 12:00:00 AM,$0.16,$0.17,$0.11,$0.12,1956
41.8% to 42.0%,4/1/2022 12:00:00 AM,$0.09,$0.11,$0.05,$0.06,4378
42.1% to 42.3%,4/1/2022 12:00:00 AM,$0.05,$0.08,$0.02,$0.03,3558
42.4% or higher,4/1/2022 12:00:00 AM,$0.04,$0.07,$0.01,$0.01,6337
40.3% to 40.5%,4/2/2022 12:00:00 AM,$0.13,$0.13,$0.12,$0.12,667
41.2% to 41.4%,4/2/2022 12:00:00 AM,$0.19,$0.21,$0.17,$0.19,2802
40.2% or lower,4/2/2022 12:00:00 AM,$0.07,$0.09,$0.07,$0.07,1739
40.6% to 40.8%,4/2/2022 12:00:00 AM,$0.22,$0.23,$0.21,$0.22,877
40.9% to 41.1%,4/2/2022 12:00:00 AM,$0.23,$0.23,$0.21,$0.22,840
41.5% to 41.7%,4/2/2022 12:00:00 AM,$0.12,$0.15,$0.11,$0.14,1024
41.8% to 42.0%,4/2/2022 12:00:00 AM,$0.06,$0.09,$0.05,$0.07,2982
42.1% to 42.3%,4/2/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.03,6069
42.4% or higher,4/2/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,6749
40.3% to 40.5%,4/3/2022 12:00:00 AM,$0.12,$0.13,$0.09,$0.09,1775
41.2% to 41.4%,4/3/2022 12:00:00 AM,$0.19,$0.24,$0.17,$0.22,2410
40.2% or lower,4/3/2022 12:00:00 AM,$0.07,$0.08,$0.04,$0.05,3528
40.6% to 40.8%,4/3/2022 12:00:00 AM,$0.22,$0.23,$0.20,$0.20,2023
40.9% to 41.1%,4/3/2022 12:00:00 AM,$0.22,$0.27,$0.22,$0.25,1751
41.5% to 41.7%,4/3/2022 12:00:00 AM,$0.14,$0.17,$0.13,$0.17,1369
41.8% to 42.0%,4/3/2022 12:00:00 AM,$0.07,$0.11,$0.07,$0.09,3740
42.1% to 42.3%,4/3/2022 12:00:00 AM,$0.03,$0.05,$0.01,$0.02,4319
42.4% or higher,4/3/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,5780
40.3% to 40.5%,4/4/2022 12:00:00 AM,$0.09,$0.17,$0.02,$0.04,6645
41.2% to 41.4%,4/4/2022 12:00:00 AM,$0.22,$0.30,$0.19,$0.27,2702
40.2% or lower,4/4/2022 12:00:00 AM,$0.05,$0.10,$0.01,$0.02,6238
40.6% to 40.8%,4/4/2022 12:00:00 AM,$0.20,$0.23,$0.12,$0.16,3068
40.9% to 41.1%,4/4/2022 12:00:00 AM,$0.25,$0.28,$0.24,$0.25,2692
41.5% to 41.7%,4/4/2022 12:00:00 AM,$0.17,$0.22,$0.13,$0.21,3000
41.8% to 42.0%,4/4/2022 12:00:00 AM,$0.09,$0.15,$0.07,$0.07,5017
42.1% to 42.3%,4/4/2022 12:00:00 AM,$0.02,$0.07,$0.02,$0.03,4791
42.4% or higher,4/4/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,5504
40.3% to 40.5%,4/5/2022 12:00:00 AM,$0.04,$0.06,$0.01,$0.02,7317
41.2% to 41.4%,4/5/2022 12:00:00 AM,$0.27,$0.44,$0.25,$0.38,7461
40.2% or lower,4/5/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,5724
40.6% to 40.8%,4/5/2022 12:00:00 AM,$0.16,$0.19,$0.02,$0.03,8677
40.9% to 41.1%,4/5/2022 12:00:00 AM,$0.25,$0.32,$0.12,$0.12,7742
41.5% to 41.7%,4/5/2022 12:00:00 AM,$0.21,$0.39,$0.14,$0.38,5463
41.8% to 42.0%,4/5/2022 12:00:00 AM,$0.07,$0.15,$0.05,$0.14,6497
42.1% to 42.3%,4/5/2022 12:00:00 AM,$0.03,$0.05,$0.01,$0.03,13571
42.4% or higher,4/5/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2185
