ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.9% to 43.1%,1/8/2022 12:00:00 AM,$0.07,$0.09,$0.07,$0.08,1843
41.4% to 41.6%,1/8/2022 12:00:00 AM,$0.12,$0.14,$0.11,$0.13,349
41.3% or lower,1/8/2022 12:00:00 AM,$0.05,$0.09,$0.05,$0.07,523
43.2% to 43.4%,1/8/2022 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,1644
41.7% to 41.9%,1/8/2022 12:00:00 AM,$0.16,$0.19,$0.11,$0.16,619
42.3% to 42.5%,1/8/2022 12:00:00 AM,$0.18,$0.19,$0.18,$0.18,790
43.5% or higher,1/8/2022 12:00:00 AM,$0.04,$0.06,$0.04,$0.05,3920
42.0% to 42.2%,1/8/2022 12:00:00 AM,$0.21,$0.23,$0.20,$0.21,712
42.6% to 42.8%,1/8/2022 12:00:00 AM,$0.11,$0.14,$0.10,$0.14,1225
42.9% to 43.1%,1/9/2022 12:00:00 AM,$0.08,$0.10,$0.08,$0.09,387
41.4% to 41.6%,1/9/2022 12:00:00 AM,$0.13,$0.15,$0.13,$0.14,847
41.3% or lower,1/9/2022 12:00:00 AM,$0.07,$0.08,$0.06,$0.06,229
43.2% to 43.4%,1/9/2022 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,972
41.7% to 41.9%,1/9/2022 12:00:00 AM,$0.16,$0.17,$0.15,$0.16,417
42.3% to 42.5%,1/9/2022 12:00:00 AM,$0.18,$0.19,$0.17,$0.19,518
43.5% or higher,1/9/2022 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,1751
42.0% to 42.2%,1/9/2022 12:00:00 AM,$0.21,$0.23,$0.15,$0.17,339
42.6% to 42.8%,1/9/2022 12:00:00 AM,$0.14,$0.15,$0.12,$0.14,199
42.9% to 43.1%,1/10/2022 12:00:00 AM,$0.09,$0.14,$0.09,$0.12,760
41.4% to 41.6%,1/10/2022 12:00:00 AM,$0.14,$0.14,$0.04,$0.04,1586
41.3% or lower,1/10/2022 12:00:00 AM,$0.06,$0.07,$0.02,$0.03,2933
43.2% to 43.4%,1/10/2022 12:00:00 AM,$0.05,$0.11,$0.05,$0.07,1624
41.7% to 41.9%,1/10/2022 12:00:00 AM,$0.16,$0.17,$0.07,$0.12,1924
42.3% to 42.5%,1/10/2022 12:00:00 AM,$0.19,$0.26,$0.19,$0.25,1066
43.5% or higher,1/10/2022 12:00:00 AM,$0.06,$0.09,$0.05,$0.05,1827
42.0% to 42.2%,1/10/2022 12:00:00 AM,$0.17,$0.23,$0.16,$0.18,542
42.6% to 42.8%,1/10/2022 12:00:00 AM,$0.14,$0.18,$0.12,$0.17,920
42.9% to 43.1%,1/11/2022 12:00:00 AM,$0.12,$0.13,$0.09,$0.12,559
41.4% to 41.6%,1/11/2022 12:00:00 AM,$0.04,$0.07,$0.04,$0.05,1402
41.3% or lower,1/11/2022 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,2513
43.2% to 43.4%,1/11/2022 12:00:00 AM,$0.07,$0.08,$0.05,$0.06,1898
41.7% to 41.9%,1/11/2022 12:00:00 AM,$0.12,$0.16,$0.09,$0.14,1678
42.3% to 42.5%,1/11/2022 12:00:00 AM,$0.25,$0.27,$0.23,$0.25,1768
43.5% or higher,1/11/2022 12:00:00 AM,$0.05,$0.08,$0.04,$0.06,3148
42.0% to 42.2%,1/11/2022 12:00:00 AM,$0.18,$0.24,$0.14,$0.14,3598
42.6% to 42.8%,1/11/2022 12:00:00 AM,$0.17,$0.19,$0.13,$0.15,916
42.9% to 43.1%,1/12/2022 12:00:00 AM,$0.12,$0.28,$0.01,$0.02,16697
41.4% to 41.6%,1/12/2022 12:00:00 AM,$0.05,$0.20,$0.01,$0.12,13275
41.3% or lower,1/12/2022 12:00:00 AM,$0.02,$0.15,$0.01,$0.05,20033
43.2% to 43.4%,1/12/2022 12:00:00 AM,$0.06,$0.12,$0.01,$0.01,17099
41.7% to 41.9%,1/12/2022 12:00:00 AM,$0.14,$0.60,$0.01,$0.26,12226
42.3% to 42.5%,1/12/2022 12:00:00 AM,$0.25,$0.29,$0.07,$0.16,10023
43.5% or higher,1/12/2022 12:00:00 AM,$0.06,$0.08,$0.01,$0.01,15425
42.0% to 42.2%,1/12/2022 12:00:00 AM,$0.14,$0.72,$0.02,$0.26,10046
