ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.1% to 41.3%,4/19/2022 12:00:00 AM,$0.15,$0.15,$0.03,$0.03,10347
41.7% to 41.9%,4/19/2022 12:00:00 AM,$0.25,$0.34,$0.24,$0.24,4585
42.0% to 42.2%,4/19/2022 12:00:00 AM,$0.22,$0.42,$0.22,$0.37,6741
42.3% to 42.5%,4/19/2022 12:00:00 AM,$0.10,$0.24,$0.09,$0.15,8223
42.6% or higher,4/19/2022 12:00:00 AM,$0.06,$0.12,$0.04,$0.05,10398
40.5% to 40.7%,4/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,475
41.4% to 41.6%,4/20/2022 12:00:00 AM,$0.07,$0.11,$0.01,$0.01,18106
40.4% or lower,4/20/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5302
40.8% to 41.0%,4/20/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,615
41.1% to 41.3%,4/20/2022 12:00:00 AM,$0.03,$0.06,$0.01,$0.01,8310
41.7% to 41.9%,4/20/2022 12:00:00 AM,$0.24,$0.46,$0.01,$0.01,24296
42.0% to 42.2%,4/20/2022 12:00:00 AM,$0.37,$0.59,$0.01,$0.01,21490
42.3% to 42.5%,4/20/2022 12:00:00 AM,$0.15,$0.99,$0.10,$0.99,40237
42.6% or higher,4/20/2022 12:00:00 AM,$0.05,$0.45,$0.01,$0.01,25462
40.5% to 40.7%,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
41.4% to 41.6%,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.4% or lower,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,40
40.8% to 41.0%,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.1% to 41.3%,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.7% to 41.9%,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,47
42.0% to 42.2%,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,30
42.3% to 42.5%,4/21/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,343
42.6% or higher,4/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,17
