ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
47.2% or higher,9/19/2021 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,8789
45.4% to 45.6%,9/20/2021 12:00:00 AM,$0.13,$0.15,$0.03,$0.07,18405
46.3% to 46.5%,9/20/2021 12:00:00 AM,$0.20,$0.33,$0.09,$0.17,18408
45.0% or lower,9/20/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,17191
45.7% to 45.9%,9/20/2021 12:00:00 AM,$0.24,$0.32,$0.12,$0.28,15620
46.0% to 46.2%,9/20/2021 12:00:00 AM,$0.26,$0.55,$0.24,$0.40,14063
46.6% to 46.8%,9/20/2021 12:00:00 AM,$0.08,$0.12,$0.02,$0.03,19172
46.9% to 47.1%,9/20/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,11818
45.1% to 45.3%,9/20/2021 12:00:00 AM,$0.06,$0.06,$0.01,$0.02,20596
47.2% or higher,9/20/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,3173
45.4% to 45.6%,9/21/2021 12:00:00 AM,$0.07,$0.11,$0.01,$0.01,13041
46.3% to 46.5%,9/21/2021 12:00:00 AM,$0.17,$0.99,$0.12,$0.99,68998
45.0% or lower,9/21/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3051
45.7% to 45.9%,9/21/2021 12:00:00 AM,$0.28,$0.39,$0.01,$0.01,25888
46.0% to 46.2%,9/21/2021 12:00:00 AM,$0.40,$0.61,$0.01,$0.01,54643
46.6% to 46.8%,9/21/2021 12:00:00 AM,$0.03,$0.20,$0.01,$0.01,45339
46.9% to 47.1%,9/21/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,27556
45.1% to 45.3%,9/21/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,5894
47.2% or higher,9/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9795
45.4% to 45.6%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,754
46.3% to 46.5%,9/22/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,3169
45.0% or lower,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.7% to 45.9%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,507
46.0% to 46.2%,9/22/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,26946
46.6% to 46.8%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,421
46.9% to 47.1%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.1% to 45.3%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,719
47.2% or higher,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
