ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
43.0% to 43.2%,5/7/2022 12:00:00 AM,$0.16,$0.17,$0.15,$0.16,234
41.5% to 41.7%,5/7/2022 12:00:00 AM,$0.09,$0.09,$0.07,$0.07,340
41.4% or lower,5/7/2022 12:00:00 AM,$0.08,$0.10,$0.06,$0.08,1034
43.3% to 43.5%,5/7/2022 12:00:00 AM,$0.10,$0.11,$0.08,$0.08,463
41.8% to 42.0%,5/7/2022 12:00:00 AM,$0.12,$0.12,$0.12,$0.12,130
42.4% to 42.6%,5/7/2022 12:00:00 AM,$0.19,$0.19,$0.18,$0.18,161
43.6% or higher,5/7/2022 12:00:00 AM,$0.06,$0.07,$0.02,$0.02,1688
42.1% to 42.3%,5/7/2022 12:00:00 AM,$0.14,$0.15,$0.13,$0.13,259
42.7% to 42.9%,5/7/2022 12:00:00 AM,$0.18,$0.18,$0.18,$0.18,145
43.0% to 43.2%,5/8/2022 12:00:00 AM,$0.16,$0.16,$0.14,$0.14,492
41.5% to 41.7%,5/8/2022 12:00:00 AM,$0.07,$0.11,$0.07,$0.11,266
41.4% or lower,5/8/2022 12:00:00 AM,$0.08,$0.11,$0.08,$0.11,292
43.3% to 43.5%,5/8/2022 12:00:00 AM,$0.08,$0.10,$0.08,$0.09,1171
41.8% to 42.0%,5/8/2022 12:00:00 AM,$0.12,$0.18,$0.11,$0.11,544
42.4% to 42.6%,5/8/2022 12:00:00 AM,$0.18,$0.18,$0.16,$0.16,419
43.6% or higher,5/8/2022 12:00:00 AM,$0.02,$0.10,$0.02,$0.06,1036
42.1% to 42.3%,5/8/2022 12:00:00 AM,$0.13,$0.16,$0.13,$0.13,311
42.7% to 42.9%,5/8/2022 12:00:00 AM,$0.18,$0.18,$0.17,$0.17,207
43.0% to 43.2%,5/9/2022 12:00:00 AM,$0.14,$0.16,$0.02,$0.06,2442
41.5% to 41.7%,5/9/2022 12:00:00 AM,$0.11,$0.21,$0.09,$0.19,763
41.4% or lower,5/9/2022 12:00:00 AM,$0.11,$0.25,$0.09,$0.25,1294
43.3% to 43.5%,5/9/2022 12:00:00 AM,$0.09,$0.11,$0.01,$0.03,4273
41.8% to 42.0%,5/9/2022 12:00:00 AM,$0.11,$0.22,$0.10,$0.21,712
