ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.4% to 42.6%,5/9/2022 12:00:00 AM,$0.16,$0.19,$0.13,$0.13,1195
43.6% or higher,5/9/2022 12:00:00 AM,$0.06,$0.06,$0.01,$0.02,3480
42.1% to 42.3%,5/9/2022 12:00:00 AM,$0.13,$0.24,$0.13,$0.24,734
42.7% to 42.9%,5/9/2022 12:00:00 AM,$0.17,$0.18,$0.04,$0.06,2516
43.0% to 43.2%,5/10/2022 12:00:00 AM,$0.06,$0.08,$0.01,$0.01,2163
41.5% to 41.7%,5/10/2022 12:00:00 AM,$0.19,$0.22,$0.12,$0.22,1049
41.4% or lower,5/10/2022 12:00:00 AM,$0.25,$0.32,$0.15,$0.30,2978
43.3% to 43.5%,5/10/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,885
41.8% to 42.0%,5/10/2022 12:00:00 AM,$0.21,$0.26,$0.16,$0.21,614
42.4% to 42.6%,5/10/2022 12:00:00 AM,$0.13,$0.21,$0.03,$0.04,2271
43.6% or higher,5/10/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,927
42.1% to 42.3%,5/10/2022 12:00:00 AM,$0.24,$0.25,$0.13,$0.14,801
42.7% to 42.9%,5/10/2022 12:00:00 AM,$0.06,$0.18,$0.01,$0.01,2123
43.0% to 43.2%,5/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,397
41.5% to 41.7%,5/11/2022 12:00:00 AM,$0.22,$0.55,$0.12,$0.36,3997
41.4% or lower,5/11/2022 12:00:00 AM,$0.30,$0.68,$0.15,$0.49,5310
43.3% to 43.5%,5/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
41.8% to 42.0%,5/11/2022 12:00:00 AM,$0.21,$0.28,$0.09,$0.12,2704
42.4% to 42.6%,5/11/2022 12:00:00 AM,$0.04,$0.07,$0.01,$0.01,1282
43.6% or higher,5/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
42.1% to 42.3%,5/11/2022 12:00:00 AM,$0.14,$0.18,$0.01,$0.01,6801
42.7% to 42.9%,5/11/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,973
43.0% to 43.2%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,76
41.5% to 41.7%,5/12/2022 12:00:00 AM,$0.36,$0.50,$0.22,$0.36,6110
41.4% or lower,5/12/2022 12:00:00 AM,$0.49,$0.79,$0.35,$0.66,15703
43.3% to 43.5%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.8% to 42.0%,5/12/2022 12:00:00 AM,$0.12,$0.24,$0.01,$0.01,11439
42.4% to 42.6%,5/12/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1030
43.6% or higher,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.1% to 42.3%,5/12/2022 12:00:00 AM,$0.01,$0.34,$0.01,$0.01,5910
42.7% to 42.9%,5/12/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
43.0% to 43.2%,5/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.5% to 41.7%,5/13/2022 12:00:00 AM,$0.36,$0.99,$0.35,$0.99,21801
41.4% or lower,5/13/2022 12:00:00 AM,$0.66,$0.66,$0.01,$0.01,28086
43.3% to 43.5%,5/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.8% to 42.0%,5/13/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,4715
42.4% to 42.6%,5/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,231
43.6% or higher,5/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.1% to 42.3%,5/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,350
42.7% to 42.9%,5/13/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
