ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
46.0% to 46.2%,10/6/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,160
44.2% to 44.4%,10/6/2021 12:00:00 AM,$0.31,$0.95,$0.01,$0.01,105850
46.3% or higher,10/6/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
44.5% to 44.7%,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2922
45.4% to 45.6%,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,363
44.1% or lower,10/7/2021 12:00:00 AM,$0.99,$0.99,$0.93,$0.99,15958
44.8% to 45.0%,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1581
45.1% to 45.3%,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,666
45.7% to 45.9%,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,333
46.0% to 46.2%,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,195
44.2% to 44.4%,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3904
46.3% or higher,10/7/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,315
