ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.8% to 42.0%,2/5/2022 12:00:00 AM,$0.20,$0.21,$0.16,$0.16,632
40.3% to 40.5%,2/5/2022 12:00:00 AM,$0.07,$0.08,$0.05,$0.07,580
40.2% or lower,2/5/2022 12:00:00 AM,$0.05,$0.06,$0.04,$0.06,1210
42.1% to 42.3%,2/5/2022 12:00:00 AM,$0.08,$0.13,$0.08,$0.11,873
40.6% to 40.8%,2/5/2022 12:00:00 AM,$0.10,$0.11,$0.09,$0.10,354
41.2% to 41.4%,2/5/2022 12:00:00 AM,$0.17,$0.19,$0.17,$0.18,326
42.4% or higher,2/5/2022 12:00:00 AM,$0.09,$0.09,$0.07,$0.07,871
40.9% to 41.1%,2/5/2022 12:00:00 AM,$0.10,$0.15,$0.10,$0.15,381
41.5% to 41.7%,2/5/2022 12:00:00 AM,$0.19,$0.19,$0.18,$0.18,355
41.8% to 42.0%,2/6/2022 12:00:00 AM,$0.16,$0.17,$0.15,$0.15,781
40.3% to 40.5%,2/6/2022 12:00:00 AM,$0.07,$0.08,$0.06,$0.08,814
40.2% or lower,2/6/2022 12:00:00 AM,$0.06,$0.09,$0.06,$0.09,2047
42.1% to 42.3%,2/6/2022 12:00:00 AM,$0.11,$0.12,$0.10,$0.10,1059
40.6% to 40.8%,2/6/2022 12:00:00 AM,$0.10,$0.12,$0.09,$0.11,1033
41.2% to 41.4%,2/6/2022 12:00:00 AM,$0.18,$0.18,$0.17,$0.17,718
42.4% or higher,2/6/2022 12:00:00 AM,$0.07,$0.12,$0.07,$0.09,1133
40.9% to 41.1%,2/6/2022 12:00:00 AM,$0.15,$0.15,$0.14,$0.15,703
41.5% to 41.7%,2/6/2022 12:00:00 AM,$0.18,$0.19,$0.16,$0.19,1161
41.8% to 42.0%,2/7/2022 12:00:00 AM,$0.15,$0.16,$0.03,$0.04,6398
40.3% to 40.5%,2/7/2022 12:00:00 AM,$0.08,$0.20,$0.06,$0.19,4032
40.2% or lower,2/7/2022 12:00:00 AM,$0.09,$0.29,$0.07,$0.21,8408
42.1% to 42.3%,2/7/2022 12:00:00 AM,$0.10,$0.10,$0.02,$0.03,6586
40.6% to 40.8%,2/7/2022 12:00:00 AM,$0.11,$0.22,$0.09,$0.20,4455
41.2% to 41.4%,2/7/2022 12:00:00 AM,$0.17,$0.18,$0.08,$0.09,3010
42.4% or higher,2/7/2022 12:00:00 AM,$0.09,$0.10,$0.02,$0.03,6542
40.9% to 41.1%,2/7/2022 12:00:00 AM,$0.15,$0.20,$0.12,$0.14,3815
41.5% to 41.7%,2/7/2022 12:00:00 AM,$0.19,$0.20,$0.06,$0.08,4668
41.8% to 42.0%,2/8/2022 12:00:00 AM,$0.04,$0.04,$0.01,$0.01,2792
40.3% to 40.5%,2/8/2022 12:00:00 AM,$0.19,$0.26,$0.16,$0.25,2411
40.2% or lower,2/8/2022 12:00:00 AM,$0.21,$0.45,$0.21,$0.34,4357
42.1% to 42.3%,2/8/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,2341
40.6% to 40.8%,2/8/2022 12:00:00 AM,$0.20,$0.22,$0.13,$0.21,2752
41.2% to 41.4%,2/8/2022 12:00:00 AM,$0.09,$0.10,$0.06,$0.06,4232
42.4% or higher,2/8/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,5496
40.9% to 41.1%,2/8/2022 12:00:00 AM,$0.14,$0.18,$0.11,$0.14,2732
41.5% to 41.7%,2/8/2022 12:00:00 AM,$0.08,$0.08,$0.04,$0.04,3780
41.8% to 42.0%,2/9/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5515
40.3% to 40.5%,2/9/2022 12:00:00 AM,$0.25,$0.28,$0.07,$0.16,4708
40.2% or lower,2/9/2022 12:00:00 AM,$0.34,$0.82,$0.30,$0.73,16039
42.1% to 42.3%,2/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1320
40.6% to 40.8%,2/9/2022 12:00:00 AM,$0.21,$0.21,$0.04,$0.05,6366
41.2% to 41.4%,2/9/2022 12:00:00 AM,$0.06,$0.08,$0.01,$0.01,13749
42.4% or higher,2/9/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5950
