ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.9% to 41.1%,2/9/2022 12:00:00 AM,$0.14,$0.15,$0.02,$0.04,7755
41.5% to 41.7%,2/9/2022 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,6430
41.8% to 42.0%,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2588
40.3% to 40.5%,2/10/2022 12:00:00 AM,$0.16,$0.97,$0.15,$0.45,26661
40.2% or lower,2/10/2022 12:00:00 AM,$0.73,$0.85,$0.03,$0.09,39915
42.1% to 42.3%,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1347
40.6% to 40.8%,2/10/2022 12:00:00 AM,$0.05,$0.59,$0.04,$0.43,29360
41.2% to 41.4%,2/10/2022 12:00:00 AM,$0.01,$0.08,$0.01,$0.02,31872
42.4% or higher,2/10/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1337
40.9% to 41.1%,2/10/2022 12:00:00 AM,$0.04,$0.19,$0.01,$0.07,27184
41.5% to 41.7%,2/10/2022 12:00:00 AM,$0.01,$0.08,$0.01,$0.01,18116
41.8% to 42.0%,2/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
40.3% to 40.5%,2/11/2022 12:00:00 AM,$0.45,$0.99,$0.26,$0.99,25470
40.2% or lower,2/11/2022 12:00:00 AM,$0.09,$0.50,$0.01,$0.01,23590
42.1% to 42.3%,2/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
40.6% to 40.8%,2/11/2022 12:00:00 AM,$0.43,$0.51,$0.01,$0.01,20080
41.2% to 41.4%,2/11/2022 12:00:00 AM,$0.02,$0.13,$0.01,$0.01,18957
42.4% or higher,2/11/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
40.9% to 41.1%,2/11/2022 12:00:00 AM,$0.07,$0.23,$0.01,$0.01,12144
41.5% to 41.7%,2/11/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6086
