ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.0% to 41.2%,1/22/2022 12:00:00 AM,$0.13,$0.13,$0.10,$0.11,680
39.5% to 39.7%,1/22/2022 12:00:00 AM,$0.07,$0.11,$0.05,$0.06,1169
39.4% or lower,1/22/2022 12:00:00 AM,$0.08,$0.09,$0.06,$0.06,1731
41.3% to 41.5%,1/22/2022 12:00:00 AM,$0.10,$0.10,$0.08,$0.09,1607
39.8% to 40.0%,1/22/2022 12:00:00 AM,$0.11,$0.15,$0.11,$0.13,1242
40.4% to 40.6%,1/22/2022 12:00:00 AM,$0.14,$0.18,$0.14,$0.16,446
41.6% or higher,1/22/2022 12:00:00 AM,$0.13,$0.16,$0.10,$0.16,3597
40.1% to 40.3%,1/22/2022 12:00:00 AM,$0.13,$0.22,$0.13,$0.21,1820
40.7% to 40.9%,1/22/2022 12:00:00 AM,$0.13,$0.14,$0.12,$0.13,735
41.0% to 41.2%,1/23/2022 12:00:00 AM,$0.11,$0.20,$0.11,$0.17,3664
39.5% to 39.7%,1/23/2022 12:00:00 AM,$0.06,$0.06,$0.01,$0.03,7427
39.4% or lower,1/23/2022 12:00:00 AM,$0.06,$0.06,$0.02,$0.02,8123
41.3% to 41.5%,1/23/2022 12:00:00 AM,$0.09,$0.22,$0.09,$0.19,3793
39.8% to 40.0%,1/23/2022 12:00:00 AM,$0.13,$0.14,$0.02,$0.05,6592
40.4% to 40.6%,1/23/2022 12:00:00 AM,$0.16,$0.16,$0.10,$0.11,2432
41.6% or higher,1/23/2022 12:00:00 AM,$0.16,$0.40,$0.12,$0.31,5407
40.1% to 40.3%,1/23/2022 12:00:00 AM,$0.21,$0.21,$0.05,$0.07,4017
40.7% to 40.9%,1/23/2022 12:00:00 AM,$0.13,$0.14,$0.11,$0.13,1869
41.0% to 41.2%,1/24/2022 12:00:00 AM,$0.17,$0.20,$0.14,$0.17,3386
39.5% to 39.7%,1/24/2022 12:00:00 AM,$0.03,$0.06,$0.02,$0.03,4389
39.4% or lower,1/24/2022 12:00:00 AM,$0.02,$0.07,$0.02,$0.05,5532
41.3% to 41.5%,1/24/2022 12:00:00 AM,$0.19,$0.20,$0.10,$0.16,3590
39.8% to 40.0%,1/24/2022 12:00:00 AM,$0.05,$0.11,$0.04,$0.07,3893
