ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.4% to 40.6%,1/24/2022 12:00:00 AM,$0.11,$0.16,$0.06,$0.12,6193
41.6% or higher,1/24/2022 12:00:00 AM,$0.31,$0.74,$0.10,$0.13,12223
40.1% to 40.3%,1/24/2022 12:00:00 AM,$0.07,$0.12,$0.04,$0.10,6188
40.7% to 40.9%,1/24/2022 12:00:00 AM,$0.13,$0.25,$0.11,$0.25,4638
41.0% to 41.2%,1/25/2022 12:00:00 AM,$0.17,$0.24,$0.15,$0.24,3942
39.5% to 39.7%,1/25/2022 12:00:00 AM,$0.03,$0.15,$0.02,$0.06,4287
39.4% or lower,1/25/2022 12:00:00 AM,$0.05,$0.25,$0.03,$0.08,4534
41.3% to 41.5%,1/25/2022 12:00:00 AM,$0.16,$0.30,$0.12,$0.17,4106
39.8% to 40.0%,1/25/2022 12:00:00 AM,$0.07,$0.20,$0.04,$0.06,3687
40.4% to 40.6%,1/25/2022 12:00:00 AM,$0.12,$0.17,$0.09,$0.11,3338
41.6% or higher,1/25/2022 12:00:00 AM,$0.13,$0.35,$0.09,$0.14,6335
40.1% to 40.3%,1/25/2022 12:00:00 AM,$0.10,$0.24,$0.06,$0.11,4042
40.7% to 40.9%,1/25/2022 12:00:00 AM,$0.25,$0.27,$0.14,$0.14,3569
41.0% to 41.2%,1/26/2022 12:00:00 AM,$0.24,$0.24,$0.09,$0.12,4366
39.5% to 39.7%,1/26/2022 12:00:00 AM,$0.06,$0.09,$0.02,$0.06,3405
39.4% or lower,1/26/2022 12:00:00 AM,$0.08,$0.09,$0.02,$0.05,6227
41.3% to 41.5%,1/26/2022 12:00:00 AM,$0.17,$0.17,$0.05,$0.07,5362
39.8% to 40.0%,1/26/2022 12:00:00 AM,$0.06,$0.19,$0.04,$0.13,4779
40.4% to 40.6%,1/26/2022 12:00:00 AM,$0.11,$0.25,$0.11,$0.23,3522
41.6% or higher,1/26/2022 12:00:00 AM,$0.14,$0.14,$0.02,$0.04,8532
40.1% to 40.3%,1/26/2022 12:00:00 AM,$0.11,$0.26,$0.10,$0.23,3558
40.7% to 40.9%,1/26/2022 12:00:00 AM,$0.14,$0.26,$0.13,$0.20,3445
41.0% to 41.2%,1/27/2022 12:00:00 AM,$0.12,$0.52,$0.10,$0.44,10773
39.5% to 39.7%,1/27/2022 12:00:00 AM,$0.06,$0.06,$0.01,$0.01,12455
39.4% or lower,1/27/2022 12:00:00 AM,$0.05,$0.05,$0.01,$0.01,13702
41.3% to 41.5%,1/27/2022 12:00:00 AM,$0.07,$0.26,$0.07,$0.10,11254
39.8% to 40.0%,1/27/2022 12:00:00 AM,$0.13,$0.14,$0.01,$0.01,17021
40.4% to 40.6%,1/27/2022 12:00:00 AM,$0.23,$0.33,$0.03,$0.06,11655
41.6% or higher,1/27/2022 12:00:00 AM,$0.04,$0.14,$0.04,$0.10,11668
40.1% to 40.3%,1/27/2022 12:00:00 AM,$0.23,$0.26,$0.02,$0.02,14745
40.7% to 40.9%,1/27/2022 12:00:00 AM,$0.20,$0.51,$0.18,$0.32,18161
41.0% to 41.2%,1/28/2022 12:00:00 AM,$0.44,$0.53,$0.01,$0.01,23550
39.5% to 39.7%,1/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
39.4% or lower,1/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,39
41.3% to 41.5%,1/28/2022 12:00:00 AM,$0.10,$0.20,$0.01,$0.01,18473
39.8% to 40.0%,1/28/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,431
40.4% to 40.6%,1/28/2022 12:00:00 AM,$0.06,$0.11,$0.01,$0.01,12539
41.6% or higher,1/28/2022 12:00:00 AM,$0.10,$0.16,$0.01,$0.01,21292
40.1% to 40.3%,1/28/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,7438
40.7% to 40.9%,1/28/2022 12:00:00 AM,$0.32,$0.99,$0.26,$0.99,16877
