ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
46.7% to 46.9%,8/26/2021 12:00:00 AM,$0.16,$0.27,$0.15,$0.20,47224
47.6% to 47.8%,8/26/2021 12:00:00 AM,$0.12,$0.12,$0.03,$0.07,44092
46.6% or lower,8/26/2021 12:00:00 AM,$0.32,$0.69,$0.29,$0.51,115113
47.0% to 47.2%,8/26/2021 12:00:00 AM,$0.16,$0.18,$0.08,$0.13,46968
47.3% to 47.5%,8/26/2021 12:00:00 AM,$0.13,$0.14,$0.05,$0.09,44468
47.9% to 48.1%,8/26/2021 12:00:00 AM,$0.08,$0.09,$0.02,$0.04,36545
48.2% to 48.4%,8/26/2021 12:00:00 AM,$0.06,$0.07,$0.01,$0.02,34877
48.5% to 48.7%,8/26/2021 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,30434
48.8% or higher,8/26/2021 12:00:00 AM,$0.07,$0.07,$0.01,$0.01,36362
46.7% to 46.9%,8/27/2021 12:00:00 AM,$0.20,$0.24,$0.17,$0.20,12613
47.6% to 47.8%,8/27/2021 12:00:00 AM,$0.07,$0.11,$0.06,$0.09,20236
46.6% or lower,8/27/2021 12:00:00 AM,$0.51,$0.52,$0.32,$0.36,31435
47.0% to 47.2%,8/27/2021 12:00:00 AM,$0.13,$0.22,$0.13,$0.19,14687
47.3% to 47.5%,8/27/2021 12:00:00 AM,$0.09,$0.19,$0.09,$0.14,19525
47.9% to 48.1%,8/27/2021 12:00:00 AM,$0.04,$0.10,$0.03,$0.06,16086
48.2% to 48.4%,8/27/2021 12:00:00 AM,$0.02,$0.07,$0.01,$0.05,17009
48.5% to 48.7%,8/27/2021 12:00:00 AM,$0.01,$0.04,$0.01,$0.02,14469
48.8% or higher,8/27/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.03,14994
46.7% to 46.9%,8/28/2021 12:00:00 AM,$0.20,$0.24,$0.19,$0.20,4961
47.6% to 47.8%,8/28/2021 12:00:00 AM,$0.09,$0.11,$0.08,$0.09,6316
46.6% or lower,8/28/2021 12:00:00 AM,$0.36,$0.36,$0.32,$0.36,10650
47.0% to 47.2%,8/28/2021 12:00:00 AM,$0.19,$0.20,$0.18,$0.19,3661
47.3% to 47.5%,8/28/2021 12:00:00 AM,$0.14,$0.18,$0.14,$0.15,5623
47.9% to 48.1%,8/28/2021 12:00:00 AM,$0.06,$0.07,$0.05,$0.06,5384
48.2% to 48.4%,8/28/2021 12:00:00 AM,$0.05,$0.05,$0.03,$0.04,4763
48.5% to 48.7%,8/28/2021 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,2924
48.8% or higher,8/28/2021 12:00:00 AM,$0.03,$0.03,$0.01,$0.02,3881
46.7% to 46.9%,8/29/2021 12:00:00 AM,$0.20,$0.25,$0.20,$0.24,7725
47.6% to 47.8%,8/29/2021 12:00:00 AM,$0.09,$0.10,$0.08,$0.08,6487
46.6% or lower,8/29/2021 12:00:00 AM,$0.36,$0.36,$0.28,$0.31,8326
47.0% to 47.2%,8/29/2021 12:00:00 AM,$0.19,$0.23,$0.18,$0.20,5524
47.3% to 47.5%,8/29/2021 12:00:00 AM,$0.15,$0.18,$0.13,$0.15,5676
47.9% to 48.1%,8/29/2021 12:00:00 AM,$0.06,$0.06,$0.04,$0.05,6277
48.2% to 48.4%,8/29/2021 12:00:00 AM,$0.04,$0.05,$0.02,$0.03,6439
48.5% to 48.7%,8/29/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.02,9681
48.8% or higher,8/29/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,9160
46.7% to 46.9%,8/30/2021 12:00:00 AM,$0.24,$0.25,$0.09,$0.16,29683
47.6% to 47.8%,8/30/2021 12:00:00 AM,$0.08,$0.17,$0.04,$0.07,40346
46.6% or lower,8/30/2021 12:00:00 AM,$0.31,$0.34,$0.05,$0.09,41151
47.0% to 47.2%,8/30/2021 12:00:00 AM,$0.20,$0.55,$0.20,$0.42,25713
47.3% to 47.5%,8/30/2021 12:00:00 AM,$0.15,$0.40,$0.15,$0.23,30247
47.9% to 48.1%,8/30/2021 12:00:00 AM,$0.05,$0.10,$0.01,$0.02,19507
48.2% to 48.4%,8/30/2021 12:00:00 AM,$0.03,$0.05,$0.01,$0.01,20457
48.5% to 48.7%,8/30/2021 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,11239
48.8% or higher,8/30/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,13362
46.7% to 46.9%,8/31/2021 12:00:00 AM,$0.16,$0.50,$0.01,$0.01,130614
47.6% to 47.8%,8/31/2021 12:00:00 AM,$0.07,$0.21,$0.01,$0.01,45379
46.6% or lower,8/31/2021 12:00:00 AM,$0.09,$0.14,$0.01,$0.01,77575
47.0% to 47.2%,8/31/2021 12:00:00 AM,$0.42,$0.99,$0.10,$0.99,114652
47.3% to 47.5%,8/31/2021 12:00:00 AM,$0.23,$0.67,$0.01,$0.01,68796
47.9% to 48.1%,8/31/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,24599
48.2% to 48.4%,8/31/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,7149
48.5% to 48.7%,8/31/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2119
48.8% or higher,8/31/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1246
46.7% to 46.9%,9/1/2021 12:00:00 AM,$0.01,$0.06,$0.01,$0.02,10938
47.6% to 47.8%,9/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,81
46.6% or lower,9/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,456
47.0% to 47.2%,9/1/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,2518
47.3% to 47.5%,9/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,66
47.9% to 48.1%,9/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
48.2% to 48.4%,9/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,56
48.5% to 48.7%,9/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
48.8% or higher,9/1/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
