ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.2% to 41.4%,1/19/2022 12:00:00 AM,$0.17,$0.25,$0.09,$0.14,3581
41.8% to 42.0%,1/19/2022 12:00:00 AM,$0.22,$0.31,$0.02,$0.03,9726
42.1% to 42.3%,1/20/2022 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,5286
40.6% to 40.8%,1/20/2022 12:00:00 AM,$0.27,$0.77,$0.10,$0.74,18909
40.5% or lower,1/20/2022 12:00:00 AM,$0.22,$0.35,$0.02,$0.23,19027
42.4% to 42.6%,1/20/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,3179
40.9% to 41.1%,1/20/2022 12:00:00 AM,$0.22,$0.63,$0.04,$0.05,25841
41.5% to 41.7%,1/20/2022 12:00:00 AM,$0.11,$0.25,$0.01,$0.01,18249
42.7% or higher,1/20/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,4885
41.2% to 41.4%,1/20/2022 12:00:00 AM,$0.14,$0.28,$0.01,$0.01,19822
41.8% to 42.0%,1/20/2022 12:00:00 AM,$0.03,$0.07,$0.01,$0.01,10264
42.1% to 42.3%,1/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,11
40.6% to 40.8%,1/21/2022 12:00:00 AM,$0.74,$0.97,$0.01,$0.01,18255
40.5% or lower,1/21/2022 12:00:00 AM,$0.23,$0.99,$0.04,$0.99,23027
42.4% to 42.6%,1/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,18
40.9% to 41.1%,1/21/2022 12:00:00 AM,$0.05,$0.39,$0.01,$0.01,19577
41.5% to 41.7%,1/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,871
42.7% or higher,1/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3
41.2% to 41.4%,1/21/2022 12:00:00 AM,$0.01,$0.07,$0.01,$0.01,7944
41.8% to 42.0%,1/21/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1056
