ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.1% to 42.3%,1/15/2022 12:00:00 AM,$0.08,$0.14,$0.08,$0.10,1618
40.6% to 40.8%,1/15/2022 12:00:00 AM,$0.09,$0.10,$0.05,$0.05,1808
40.5% or lower,1/15/2022 12:00:00 AM,$0.10,$0.10,$0.06,$0.06,823
42.4% to 42.6%,1/15/2022 12:00:00 AM,$0.06,$0.09,$0.05,$0.07,1905
40.9% to 41.1%,1/15/2022 12:00:00 AM,$0.20,$0.20,$0.10,$0.12,854
41.5% to 41.7%,1/15/2022 12:00:00 AM,$0.18,$0.22,$0.17,$0.19,956
42.7% or higher,1/15/2022 12:00:00 AM,$0.04,$0.09,$0.04,$0.07,1613
41.2% to 41.4%,1/15/2022 12:00:00 AM,$0.21,$0.21,$0.18,$0.19,637
41.8% to 42.0%,1/15/2022 12:00:00 AM,$0.18,$0.19,$0.17,$0.17,819
42.1% to 42.3%,1/16/2022 12:00:00 AM,$0.10,$0.13,$0.09,$0.13,892
40.6% to 40.8%,1/16/2022 12:00:00 AM,$0.05,$0.08,$0.05,$0.05,2040
40.5% or lower,1/16/2022 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,1605
42.4% to 42.6%,1/16/2022 12:00:00 AM,$0.07,$0.10,$0.07,$0.10,1302
40.9% to 41.1%,1/16/2022 12:00:00 AM,$0.12,$0.16,$0.09,$0.10,606
41.5% to 41.7%,1/16/2022 12:00:00 AM,$0.19,$0.21,$0.16,$0.17,735
42.7% or higher,1/16/2022 12:00:00 AM,$0.07,$0.13,$0.05,$0.13,2833
41.2% to 41.4%,1/16/2022 12:00:00 AM,$0.19,$0.20,$0.18,$0.18,732
41.8% to 42.0%,1/16/2022 12:00:00 AM,$0.17,$0.19,$0.17,$0.19,1395
42.1% to 42.3%,1/17/2022 12:00:00 AM,$0.13,$0.17,$0.10,$0.17,1413
40.6% to 40.8%,1/17/2022 12:00:00 AM,$0.05,$0.08,$0.02,$0.02,2140
40.5% or lower,1/17/2022 12:00:00 AM,$0.05,$0.06,$0.03,$0.03,2608
42.4% to 42.6%,1/17/2022 12:00:00 AM,$0.10,$0.15,$0.05,$0.14,2119
40.9% to 41.1%,1/17/2022 12:00:00 AM,$0.10,$0.13,$0.05,$0.05,2941
41.5% to 41.7%,1/17/2022 12:00:00 AM,$0.17,$0.21,$0.15,$0.18,1130
42.7% or higher,1/17/2022 12:00:00 AM,$0.13,$0.15,$0.11,$0.13,1588
41.2% to 41.4%,1/17/2022 12:00:00 AM,$0.18,$0.20,$0.12,$0.16,1649
41.8% to 42.0%,1/17/2022 12:00:00 AM,$0.19,$0.24,$0.18,$0.23,1049
42.1% to 42.3%,1/18/2022 12:00:00 AM,$0.17,$0.29,$0.09,$0.13,3246
40.6% to 40.8%,1/18/2022 12:00:00 AM,$0.02,$0.06,$0.01,$0.05,3603
40.5% or lower,1/18/2022 12:00:00 AM,$0.03,$0.06,$0.02,$0.03,3187
42.4% to 42.6%,1/18/2022 12:00:00 AM,$0.14,$0.15,$0.09,$0.09,2288
40.9% to 41.1%,1/18/2022 12:00:00 AM,$0.05,$0.12,$0.04,$0.08,3393
41.5% to 41.7%,1/18/2022 12:00:00 AM,$0.18,$0.23,$0.10,$0.22,1918
42.7% or higher,1/18/2022 12:00:00 AM,$0.13,$0.18,$0.07,$0.07,3122
41.2% to 41.4%,1/18/2022 12:00:00 AM,$0.16,$0.22,$0.06,$0.17,2417
41.8% to 42.0%,1/18/2022 12:00:00 AM,$0.23,$0.29,$0.22,$0.22,1909
42.1% to 42.3%,1/19/2022 12:00:00 AM,$0.13,$0.15,$0.01,$0.02,9563
40.6% to 40.8%,1/19/2022 12:00:00 AM,$0.05,$0.34,$0.04,$0.27,5331
40.5% or lower,1/19/2022 12:00:00 AM,$0.03,$0.34,$0.03,$0.22,8680
42.4% to 42.6%,1/19/2022 12:00:00 AM,$0.09,$0.12,$0.01,$0.01,9987
40.9% to 41.1%,1/19/2022 12:00:00 AM,$0.08,$0.34,$0.07,$0.22,5930
41.5% to 41.7%,1/19/2022 12:00:00 AM,$0.22,$0.25,$0.05,$0.11,10911
42.7% or higher,1/19/2022 12:00:00 AM,$0.07,$0.08,$0.01,$0.01,10084
