ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
44.5% to 44.7%,12/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,71
43.0% to 43.2%,12/23/2021 12:00:00 AM,$0.28,$0.94,$0.24,$0.90,22054
42.9% or lower,12/23/2021 12:00:00 AM,$0.20,$0.58,$0.06,$0.15,20997
44.8% to 45.0%,12/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,70
43.3% to 43.5%,12/23/2021 12:00:00 AM,$0.40,$0.40,$0.01,$0.02,11586
43.9% to 44.1%,12/23/2021 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,9857
45.1% or higher,12/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,927
43.6% to 43.8%,12/23/2021 12:00:00 AM,$0.12,$0.20,$0.01,$0.01,14682
44.2% to 44.4%,12/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7
44.5% to 44.7%,12/24/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.0% to 43.2%,12/24/2021 12:00:00 AM,$0.90,$0.99,$0.85,$0.99,11876
42.9% or lower,12/24/2021 12:00:00 AM,$0.15,$0.18,$0.01,$0.01,11873
44.8% to 45.0%,12/24/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.3% to 43.5%,12/24/2021 12:00:00 AM,$0.02,$0.06,$0.01,$0.01,8742
43.9% to 44.1%,12/24/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.1% or higher,12/24/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.6% to 43.8%,12/24/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2669
44.2% to 44.4%,12/24/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
