ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.3% or lower,11/15/2021 12:00:00 AM,$0.18,$0.22,$0.16,$0.18,1900
43.2% to 43.4%,11/15/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,2324
41.7% to 41.9%,11/15/2021 12:00:00 AM,$0.21,$0.23,$0.17,$0.19,981
42.3% to 42.5%,11/15/2021 12:00:00 AM,$0.15,$0.19,$0.14,$0.17,978
43.5% or higher,11/15/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3464
42.0% to 42.2%,11/15/2021 12:00:00 AM,$0.21,$0.25,$0.19,$0.21,2145
42.6% to 42.8%,11/15/2021 12:00:00 AM,$0.12,$0.13,$0.08,$0.08,1031
42.9% to 43.1%,11/16/2021 12:00:00 AM,$0.05,$0.07,$0.02,$0.02,6339
41.4% to 41.6%,11/16/2021 12:00:00 AM,$0.12,$0.20,$0.12,$0.20,2958
41.3% or lower,11/16/2021 12:00:00 AM,$0.18,$0.18,$0.14,$0.17,2541
43.2% to 43.4%,11/16/2021 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,4646
41.7% to 41.9%,11/16/2021 12:00:00 AM,$0.19,$0.26,$0.16,$0.26,2932
42.3% to 42.5%,11/16/2021 12:00:00 AM,$0.17,$0.20,$0.12,$0.12,3488
43.5% or higher,11/16/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2640
42.0% to 42.2%,11/16/2021 12:00:00 AM,$0.21,$0.23,$0.17,$0.17,4793
42.6% to 42.8%,11/16/2021 12:00:00 AM,$0.08,$0.14,$0.05,$0.09,5740
42.9% to 43.1%,11/17/2021 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,3643
41.4% to 41.6%,11/17/2021 12:00:00 AM,$0.20,$0.45,$0.19,$0.21,4409
41.3% or lower,11/17/2021 12:00:00 AM,$0.17,$0.69,$0.17,$0.56,9318
43.2% to 43.4%,11/17/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1204
41.7% to 41.9%,11/17/2021 12:00:00 AM,$0.26,$0.27,$0.04,$0.09,6101
42.3% to 42.5%,11/17/2021 12:00:00 AM,$0.12,$0.14,$0.01,$0.01,8103
43.5% or higher,11/17/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,905
42.0% to 42.2%,11/17/2021 12:00:00 AM,$0.17,$0.22,$0.01,$0.04,7351
42.6% to 42.8%,11/17/2021 12:00:00 AM,$0.09,$0.10,$0.01,$0.01,9203
42.9% to 43.1%,11/18/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,549
41.4% to 41.6%,11/18/2021 12:00:00 AM,$0.21,$0.78,$0.11,$0.23,36096
41.3% or lower,11/18/2021 12:00:00 AM,$0.56,$0.91,$0.15,$0.70,55377
43.2% to 43.4%,11/18/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
41.7% to 41.9%,11/18/2021 12:00:00 AM,$0.09,$0.18,$0.01,$0.02,45123
42.3% to 42.5%,11/18/2021 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,9920
43.5% or higher,11/18/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
42.0% to 42.2%,11/18/2021 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,20447
42.6% to 42.8%,11/18/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,4110
42.9% to 43.1%,11/19/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
41.4% to 41.6%,11/19/2021 12:00:00 AM,$0.23,$0.48,$0.01,$0.01,16469
41.3% or lower,11/19/2021 12:00:00 AM,$0.70,$0.99,$0.57,$0.99,17690
43.2% to 43.4%,11/19/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
41.7% to 41.9%,11/19/2021 12:00:00 AM,$0.02,$0.10,$0.01,$0.01,12104
42.3% to 42.5%,11/19/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
43.5% or higher,11/19/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,51
42.0% to 42.2%,11/19/2021 12:00:00 AM,$0.01,$0.10,$0.01,$0.01,1885
42.6% to 42.8%,11/19/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
