ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.5% to 41.7%,2/19/2022 12:00:00 AM,$0.16,$0.18,$0.14,$0.16,339
40.0% to 40.2%,2/19/2022 12:00:00 AM,$0.04,$0.06,$0.04,$0.06,490
39.9% or lower,2/19/2022 12:00:00 AM,$0.06,$0.08,$0.05,$0.05,898
41.8% to 42.0%,2/19/2022 12:00:00 AM,$0.10,$0.11,$0.08,$0.08,314
40.3% to 40.5%,2/19/2022 12:00:00 AM,$0.11,$0.13,$0.10,$0.13,148
40.9% to 41.1%,2/19/2022 12:00:00 AM,$0.16,$0.19,$0.16,$0.19,257
42.1% or higher,2/19/2022 12:00:00 AM,$0.07,$0.09,$0.07,$0.07,500
40.6% to 40.8%,2/19/2022 12:00:00 AM,$0.15,$0.16,$0.13,$0.16,371
41.2% to 41.4%,2/19/2022 12:00:00 AM,$0.17,$0.17,$0.16,$0.17,316
41.5% to 41.7%,2/20/2022 12:00:00 AM,$0.16,$0.20,$0.15,$0.17,683
40.0% to 40.2%,2/20/2022 12:00:00 AM,$0.06,$0.06,$0.04,$0.04,315
39.9% or lower,2/20/2022 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,1268
41.8% to 42.0%,2/20/2022 12:00:00 AM,$0.08,$0.19,$0.08,$0.19,948
40.3% to 40.5%,2/20/2022 12:00:00 AM,$0.13,$0.13,$0.10,$0.10,302
40.9% to 41.1%,2/20/2022 12:00:00 AM,$0.19,$0.19,$0.16,$0.17,213
42.1% or higher,2/20/2022 12:00:00 AM,$0.07,$0.13,$0.06,$0.06,884
40.6% to 40.8%,2/20/2022 12:00:00 AM,$0.16,$0.20,$0.15,$0.15,480
41.2% to 41.4%,2/20/2022 12:00:00 AM,$0.17,$0.17,$0.15,$0.16,507
41.5% to 41.7%,2/21/2022 12:00:00 AM,$0.17,$0.21,$0.15,$0.20,393
40.0% to 40.2%,2/21/2022 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,2670
39.9% or lower,2/21/2022 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,1565
41.8% to 42.0%,2/21/2022 12:00:00 AM,$0.19,$0.19,$0.10,$0.13,971
40.3% to 40.5%,2/21/2022 12:00:00 AM,$0.10,$0.10,$0.06,$0.06,1324
40.9% to 41.1%,2/21/2022 12:00:00 AM,$0.17,$0.24,$0.17,$0.21,1301
42.1% or higher,2/21/2022 12:00:00 AM,$0.06,$0.11,$0.06,$0.09,1737
40.6% to 40.8%,2/21/2022 12:00:00 AM,$0.15,$0.17,$0.11,$0.12,1436
41.2% to 41.4%,2/21/2022 12:00:00 AM,$0.16,$0.19,$0.16,$0.19,567
41.5% to 41.7%,2/22/2022 12:00:00 AM,$0.20,$0.35,$0.20,$0.33,2260
40.0% to 40.2%,2/22/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,3099
39.9% or lower,2/22/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,4717
41.8% to 42.0%,2/22/2022 12:00:00 AM,$0.13,$0.33,$0.13,$0.18,2337
40.3% to 40.5%,2/22/2022 12:00:00 AM,$0.06,$0.08,$0.01,$0.01,3634
40.9% to 41.1%,2/22/2022 12:00:00 AM,$0.21,$0.23,$0.10,$0.15,3075
42.1% or higher,2/22/2022 12:00:00 AM,$0.09,$0.38,$0.09,$0.14,5952
40.6% to 40.8%,2/22/2022 12:00:00 AM,$0.12,$0.14,$0.02,$0.03,3351
41.2% to 41.4%,2/22/2022 12:00:00 AM,$0.19,$0.22,$0.16,$0.22,1818
41.5% to 41.7%,2/23/2022 12:00:00 AM,$0.33,$0.33,$0.20,$0.27,2026
40.0% to 40.2%,2/23/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1108
39.9% or lower,2/23/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1775
41.8% to 42.0%,2/23/2022 12:00:00 AM,$0.18,$0.36,$0.18,$0.33,2475
40.3% to 40.5%,2/23/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1738
40.9% to 41.1%,2/23/2022 12:00:00 AM,$0.15,$0.15,$0.03,$0.03,3429
42.1% or higher,2/23/2022 12:00:00 AM,$0.14,$0.34,$0.13,$0.26,5227
40.6% to 40.8%,2/23/2022 12:00:00 AM,$0.03,$0.06,$0.01,$0.02,2629
41.2% to 41.4%,2/23/2022 12:00:00 AM,$0.22,$0.22,$0.14,$0.14,1834
41.5% to 41.7%,2/24/2022 12:00:00 AM,$0.27,$0.65,$0.23,$0.61,16354
40.0% to 40.2%,2/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,215
39.9% or lower,2/24/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,237
41.8% to 42.0%,2/24/2022 12:00:00 AM,$0.33,$0.33,$0.04,$0.08,13969
40.3% to 40.5%,2/24/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,5213
40.9% to 41.1%,2/24/2022 12:00:00 AM,$0.03,$0.21,$0.02,$0.03,13837
42.1% or higher,2/24/2022 12:00:00 AM,$0.26,$0.67,$0.02,$0.03,24428
40.6% to 40.8%,2/24/2022 12:00:00 AM,$0.02,$0.09,$0.01,$0.01,14787
41.2% to 41.4%,2/24/2022 12:00:00 AM,$0.14,$0.55,$0.06,$0.31,16113
41.5% to 41.7%,2/25/2022 12:00:00 AM,$0.61,$0.70,$0.01,$0.01,18857
40.0% to 40.2%,2/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,54
39.9% or lower,2/25/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.8% to 42.0%,2/25/2022 12:00:00 AM,$0.08,$0.20,$0.01,$0.01,13364
