ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.9% to 41.1%,11/23/2021 12:00:00 AM,$0.11,$0.13,$0.04,$0.09,2500
41.5% to 41.7%,11/23/2021 12:00:00 AM,$0.21,$0.30,$0.21,$0.23,1424
41.8% to 42.0%,11/24/2021 12:00:00 AM,$0.15,$0.24,$0.07,$0.08,2327
40.3% to 40.5%,11/24/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,2968
40.2% or lower,11/24/2021 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,1383
42.1% to 42.3%,11/24/2021 12:00:00 AM,$0.09,$0.33,$0.03,$0.03,4756
40.6% to 40.8%,11/24/2021 12:00:00 AM,$0.05,$0.05,$0.01,$0.01,4019
41.2% to 41.4%,11/24/2021 12:00:00 AM,$0.29,$0.32,$0.05,$0.06,7053
42.4% or higher,11/24/2021 12:00:00 AM,$0.06,$0.16,$0.01,$0.02,7044
40.9% to 41.1%,11/24/2021 12:00:00 AM,$0.09,$0.10,$0.01,$0.01,6650
41.5% to 41.7%,11/24/2021 12:00:00 AM,$0.23,$0.87,$0.19,$0.80,7930
41.8% to 42.0%,11/25/2021 12:00:00 AM,$0.08,$0.11,$0.01,$0.03,5057
40.3% to 40.5%,11/25/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,717
40.2% or lower,11/25/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
42.1% to 42.3%,11/25/2021 12:00:00 AM,$0.03,$0.05,$0.01,$0.01,7489
40.6% to 40.8%,11/25/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,788
41.2% to 41.4%,11/25/2021 12:00:00 AM,$0.06,$0.11,$0.01,$0.03,3633
42.4% or higher,11/25/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,12541
40.9% to 41.1%,11/25/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,4161
41.5% to 41.7%,11/25/2021 12:00:00 AM,$0.80,$0.94,$0.70,$0.93,14170
41.8% to 42.0%,11/26/2021 12:00:00 AM,$0.03,$0.06,$0.01,$0.01,3080
40.3% to 40.5%,11/26/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.2% or lower,11/26/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.1% to 42.3%,11/26/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,286
40.6% to 40.8%,11/26/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,72
41.2% to 41.4%,11/26/2021 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,2981
42.4% or higher,11/26/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5323
40.9% to 41.1%,11/26/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2595
41.5% to 41.7%,11/26/2021 12:00:00 AM,$0.93,$0.99,$0.89,$0.99,9548
