ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.7% or lower,10/27/2021 12:00:00 AM,$0.06,$0.07,$0.01,$0.01,9210
43.4% to 43.6%,10/27/2021 12:00:00 AM,$0.39,$0.99,$0.28,$0.99,33427
43.7% to 43.9%,10/27/2021 12:00:00 AM,$0.13,$0.35,$0.01,$0.01,31077
44.3% to 44.5%,10/27/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,4165
44.6% to 44.8%,10/27/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1087
42.8% to 43.0%,10/27/2021 12:00:00 AM,$0.16,$0.16,$0.01,$0.01,11985
44.9% or higher,10/27/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1560
43.1% to 43.3%,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,300
44.0% to 44.2%,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
42.7% or lower,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.4% to 43.6%,10/28/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,1573
43.7% to 43.9%,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,3444
44.3% to 44.5%,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.6% to 44.8%,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
42.8% to 43.0%,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.9% or higher,10/28/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
