ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
39.0% to 39.2%,6/13/2022 12:00:00 AM,$0.21,$0.27,$0.20,$0.24,414
38.3% or lower,6/13/2022 12:00:00 AM,$0.06,$0.25,$0.06,$0.18,799
38.7% to 38.9%,6/13/2022 12:00:00 AM,$0.16,$0.26,$0.16,$0.24,395
39.3% to 39.5%,6/13/2022 12:00:00 AM,$0.18,$0.22,$0.07,$0.07,682
39.9% to 40.1%,6/13/2022 12:00:00 AM,$0.09,$0.09,$0.01,$0.02,1511
40.5% or higher,6/13/2022 12:00:00 AM,$0.04,$0.04,$0.01,$0.01,2102
39.6% to 39.8%,6/13/2022 12:00:00 AM,$0.16,$0.17,$0.04,$0.04,375
40.2% to 40.4%,6/13/2022 12:00:00 AM,$0.04,$0.05,$0.01,$0.01,1395
38.4% to 38.6%,6/14/2022 12:00:00 AM,$0.26,$0.26,$0.20,$0.26,448
39.0% to 39.2%,6/14/2022 12:00:00 AM,$0.24,$0.27,$0.09,$0.18,531
38.3% or lower,6/14/2022 12:00:00 AM,$0.18,$0.29,$0.18,$0.27,657
38.7% to 38.9%,6/14/2022 12:00:00 AM,$0.24,$0.25,$0.16,$0.16,216
39.3% to 39.5%,6/14/2022 12:00:00 AM,$0.07,$0.14,$0.03,$0.05,627
39.9% to 40.1%,6/14/2022 12:00:00 AM,$0.02,$0.04,$0.01,$0.01,1086
40.5% or higher,6/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,226
39.6% to 39.8%,6/14/2022 12:00:00 AM,$0.04,$0.08,$0.01,$0.01,913
40.2% to 40.4%,6/14/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,121
38.4% to 38.6%,6/15/2022 12:00:00 AM,$0.26,$0.62,$0.02,$0.02,2918
39.0% to 39.2%,6/15/2022 12:00:00 AM,$0.18,$0.43,$0.07,$0.15,2125
38.3% or lower,6/15/2022 12:00:00 AM,$0.27,$0.30,$0.01,$0.01,4515
38.7% to 38.9%,6/15/2022 12:00:00 AM,$0.16,$0.32,$0.03,$0.03,1196
39.3% to 39.5%,6/15/2022 12:00:00 AM,$0.05,$0.34,$0.03,$0.30,1809
39.9% to 40.1%,6/15/2022 12:00:00 AM,$0.01,$0.18,$0.01,$0.16,2439
40.5% or higher,6/15/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2209
39.6% to 39.8%,6/15/2022 12:00:00 AM,$0.01,$0.48,$0.01,$0.38,3404
40.2% to 40.4%,6/15/2022 12:00:00 AM,$0.01,$0.10,$0.01,$0.03,2790
38.4% to 38.6%,6/16/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,3812
39.0% to 39.2%,6/16/2022 12:00:00 AM,$0.15,$0.15,$0.01,$0.01,8522
38.3% or lower,6/16/2022 12:00:00 AM,$0.01,$0.13,$0.01,$0.01,4647
38.7% to 38.9%,6/16/2022 12:00:00 AM,$0.03,$0.06,$0.01,$0.01,7466
39.3% to 39.5%,6/16/2022 12:00:00 AM,$0.30,$0.30,$0.02,$0.04,7599
39.9% to 40.1%,6/16/2022 12:00:00 AM,$0.16,$0.59,$0.11,$0.58,5644
40.5% or higher,6/16/2022 12:00:00 AM,$0.01,$0.10,$0.01,$0.01,9370
39.6% to 39.8%,6/16/2022 12:00:00 AM,$0.38,$0.48,$0.30,$0.45,5004
40.2% to 40.4%,6/16/2022 12:00:00 AM,$0.03,$0.12,$0.01,$0.02,6618
38.4% to 38.6%,6/17/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,4533
39.0% to 39.2%,6/17/2022 12:00:00 AM,$0.01,$0.05,$0.01,$0.01,6672
38.3% or lower,6/17/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,3845
38.7% to 38.9%,6/17/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,2582
39.3% to 39.5%,6/17/2022 12:00:00 AM,$0.04,$0.13,$0.01,$0.01,5195
39.9% to 40.1%,6/17/2022 12:00:00 AM,$0.58,$0.95,$0.01,$0.01,24406
40.5% or higher,6/17/2022 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,12545
39.6% to 39.8%,6/17/2022 12:00:00 AM,$0.45,$0.99,$0.05,$0.99,36391
40.2% to 40.4%,6/17/2022 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,4675
