ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
44.5% to 44.7%,9/20/2021 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,3921
45.1% to 45.3%,9/20/2021 12:00:00 AM,$0.13,$0.13,$0.01,$0.01,6190
46.3% or higher,9/20/2021 12:00:00 AM,$0.20,$0.98,$0.13,$0.38,10172
44.8% to 45.0%,9/20/2021 12:00:00 AM,$0.05,$0.06,$0.01,$0.01,3670
45.4% to 45.6%,9/20/2021 12:00:00 AM,$0.18,$0.18,$0.03,$0.05,5560
45.7% to 45.9%,9/21/2021 12:00:00 AM,$0.24,$0.24,$0.03,$0.05,13339
44.2% to 44.4%,9/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
44.1% or lower,9/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,209
46.0% to 46.2%,9/21/2021 12:00:00 AM,$0.30,$0.40,$0.15,$0.15,6414
44.5% to 44.7%,9/21/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,201
45.1% to 45.3%,9/21/2021 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,5978
46.3% or higher,9/21/2021 12:00:00 AM,$0.38,$0.78,$0.15,$0.71,18077
44.8% to 45.0%,9/21/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1285
45.4% to 45.6%,9/21/2021 12:00:00 AM,$0.05,$0.08,$0.01,$0.01,7887
45.7% to 45.9%,9/22/2021 12:00:00 AM,$0.05,$0.28,$0.01,$0.01,32542
44.2% to 44.4%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,101
44.1% or lower,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,136
46.0% to 46.2%,9/22/2021 12:00:00 AM,$0.15,$0.99,$0.10,$0.98,40242
44.5% to 44.7%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,136
45.1% to 45.3%,9/22/2021 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,4209
46.3% or higher,9/22/2021 12:00:00 AM,$0.71,$0.85,$0.01,$0.01,43850
44.8% to 45.0%,9/22/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1210
45.4% to 45.6%,9/22/2021 12:00:00 AM,$0.01,$0.10,$0.01,$0.01,16534
45.7% to 45.9%,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.2% to 44.4%,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
44.1% or lower,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
46.0% to 46.2%,9/23/2021 12:00:00 AM,$0.98,$0.99,$0.98,$0.99,284
44.5% to 44.7%,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.1% to 45.3%,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
46.3% or higher,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2337
44.8% to 45.0%,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
45.4% to 45.6%,9/23/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
