ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
45.7% to 45.9%,9/17/2021 12:00:00 AM,$0.19,$0.21,$0.15,$0.15,636
44.2% to 44.4%,9/17/2021 12:00:00 AM,$0.06,$0.09,$0.04,$0.09,1890
44.1% or lower,9/17/2021 12:00:00 AM,$0.05,$0.19,$0.03,$0.19,2857
46.0% to 46.2%,9/17/2021 12:00:00 AM,$0.10,$0.11,$0.08,$0.08,1939
44.5% to 44.7%,9/17/2021 12:00:00 AM,$0.08,$0.11,$0.08,$0.11,2143
45.1% to 45.3%,9/17/2021 12:00:00 AM,$0.21,$0.23,$0.20,$0.22,1515
46.3% or higher,9/17/2021 12:00:00 AM,$0.07,$0.11,$0.05,$0.06,2594
44.8% to 45.0%,9/17/2021 12:00:00 AM,$0.13,$0.19,$0.12,$0.17,1088
45.4% to 45.6%,9/17/2021 12:00:00 AM,$0.17,$0.22,$0.17,$0.21,1273
45.7% to 45.9%,9/18/2021 12:00:00 AM,$0.15,$0.17,$0.15,$0.16,1072
44.2% to 44.4%,9/18/2021 12:00:00 AM,$0.09,$0.09,$0.04,$0.04,923
44.1% or lower,9/18/2021 12:00:00 AM,$0.19,$0.19,$0.03,$0.03,1043
46.0% to 46.2%,9/18/2021 12:00:00 AM,$0.08,$0.08,$0.06,$0.08,715
44.5% to 44.7%,9/18/2021 12:00:00 AM,$0.11,$0.16,$0.11,$0.14,737
45.1% to 45.3%,9/18/2021 12:00:00 AM,$0.22,$0.22,$0.19,$0.20,744
46.3% or higher,9/18/2021 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,1530
44.8% to 45.0%,9/18/2021 12:00:00 AM,$0.17,$0.19,$0.14,$0.16,359
45.4% to 45.6%,9/18/2021 12:00:00 AM,$0.21,$0.21,$0.16,$0.18,595
45.7% to 45.9%,9/19/2021 12:00:00 AM,$0.16,$0.26,$0.12,$0.21,6121
44.2% to 44.4%,9/19/2021 12:00:00 AM,$0.04,$0.04,$0.01,$0.01,6147
44.1% or lower,9/19/2021 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,5498
46.0% to 46.2%,9/19/2021 12:00:00 AM,$0.08,$0.23,$0.07,$0.23,5609
44.5% to 44.7%,9/19/2021 12:00:00 AM,$0.14,$0.14,$0.02,$0.02,3774
45.1% to 45.3%,9/19/2021 12:00:00 AM,$0.20,$0.21,$0.07,$0.13,4563
46.3% or higher,9/19/2021 12:00:00 AM,$0.05,$0.24,$0.05,$0.20,5901
44.8% to 45.0%,9/19/2021 12:00:00 AM,$0.16,$0.16,$0.05,$0.05,4287
45.4% to 45.6%,9/19/2021 12:00:00 AM,$0.18,$0.20,$0.14,$0.18,1599
45.7% to 45.9%,9/20/2021 12:00:00 AM,$0.21,$0.35,$0.17,$0.24,6802
44.2% to 44.4%,9/20/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1190
44.1% or lower,9/20/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1825
46.0% to 46.2%,9/20/2021 12:00:00 AM,$0.23,$0.38,$0.18,$0.30,3890
