ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
42.1% to 42.3%,5/18/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,6262
42.4% to 42.6%,5/18/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,50
40.6% to 40.8%,5/18/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,3444
42.7% or higher,5/18/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.9% to 41.1%,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.8% to 42.0%,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.5% or lower,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.2% to 41.4%,5/19/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,617
41.5% to 41.7%,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2688
42.1% to 42.3%,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.4% to 42.6%,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.6% to 40.8%,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.7% or higher,5/19/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
