ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
43.4% to 43.6%,10/8/2021 12:00:00 AM,$0.11,$0.19,$0.08,$0.14,14269
44.3% to 44.5%,10/8/2021 12:00:00 AM,$0.17,$0.19,$0.14,$0.16,9291
43.0% or lower,10/8/2021 12:00:00 AM,$0.10,$0.15,$0.07,$0.13,18299
43.7% to 43.9%,10/8/2021 12:00:00 AM,$0.15,$0.23,$0.15,$0.17,9188
44.0% to 44.2%,10/8/2021 12:00:00 AM,$0.18,$0.21,$0.16,$0.16,8582
44.6% to 44.8%,10/8/2021 12:00:00 AM,$0.18,$0.18,$0.09,$0.14,13905
44.9% to 45.1%,10/8/2021 12:00:00 AM,$0.10,$0.12,$0.03,$0.06,16724
43.1% to 43.3%,10/8/2021 12:00:00 AM,$0.08,$0.16,$0.06,$0.10,16695
45.2% or higher,10/8/2021 12:00:00 AM,$0.10,$0.12,$0.03,$0.07,21414
43.4% to 43.6%,10/9/2021 12:00:00 AM,$0.14,$0.14,$0.09,$0.11,6437
44.3% to 44.5%,10/9/2021 12:00:00 AM,$0.16,$0.19,$0.14,$0.18,4315
43.0% or lower,10/9/2021 12:00:00 AM,$0.13,$0.13,$0.07,$0.09,7824
43.7% to 43.9%,10/9/2021 12:00:00 AM,$0.17,$0.17,$0.14,$0.15,5358
44.0% to 44.2%,10/9/2021 12:00:00 AM,$0.16,$0.19,$0.16,$0.16,4551
44.6% to 44.8%,10/9/2021 12:00:00 AM,$0.14,$0.17,$0.12,$0.17,4567
44.9% to 45.1%,10/9/2021 12:00:00 AM,$0.06,$0.12,$0.05,$0.11,7062
43.1% to 43.3%,10/9/2021 12:00:00 AM,$0.10,$0.10,$0.06,$0.08,8059
45.2% or higher,10/9/2021 12:00:00 AM,$0.07,$0.10,$0.06,$0.09,5868
43.4% to 43.6%,10/10/2021 12:00:00 AM,$0.11,$0.11,$0.03,$0.04,14444
44.3% to 44.5%,10/10/2021 12:00:00 AM,$0.18,$0.25,$0.15,$0.25,9606
43.0% or lower,10/10/2021 12:00:00 AM,$0.09,$0.12,$0.02,$0.02,19978
43.7% to 43.9%,10/10/2021 12:00:00 AM,$0.15,$0.16,$0.05,$0.09,13771
44.0% to 44.2%,10/10/2021 12:00:00 AM,$0.16,$0.17,$0.07,$0.17,15685
44.6% to 44.8%,10/10/2021 12:00:00 AM,$0.17,$0.30,$0.15,$0.21,10264
44.9% to 45.1%,10/10/2021 12:00:00 AM,$0.11,$0.25,$0.08,$0.17,14353
43.1% to 43.3%,10/10/2021 12:00:00 AM,$0.08,$0.09,$0.02,$0.03,16547
45.2% or higher,10/10/2021 12:00:00 AM,$0.09,$0.25,$0.09,$0.11,18241
43.4% to 43.6%,10/11/2021 12:00:00 AM,$0.04,$0.10,$0.03,$0.04,16365
44.3% to 44.5%,10/11/2021 12:00:00 AM,$0.25,$0.28,$0.21,$0.26,9094
43.0% or lower,10/11/2021 12:00:00 AM,$0.02,$0.08,$0.02,$0.03,18131
43.7% to 43.9%,10/11/2021 12:00:00 AM,$0.09,$0.16,$0.06,$0.09,20190
