ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.4% to 40.6%,6/5/2022 12:00:00 AM,$0.13,$0.27,$0.13,$0.24,1686
40.7% to 40.9%,6/5/2022 12:00:00 AM,$0.29,$0.32,$0.29,$0.31,731
41.3% to 41.5%,6/5/2022 12:00:00 AM,$0.20,$0.20,$0.12,$0.15,1677
41.6% to 41.8%,6/5/2022 12:00:00 AM,$0.07,$0.07,$0.03,$0.03,1185
39.8% to 40.0%,6/5/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,2675
41.9% or higher,6/5/2022 12:00:00 AM,$0.04,$0.04,$0.01,$0.02,4465
40.1% to 40.3%,6/6/2022 12:00:00 AM,$0.08,$0.08,$0.02,$0.04,6589
41.0% to 41.2%,6/6/2022 12:00:00 AM,$0.26,$0.29,$0.20,$0.27,1251
39.7% or lower,6/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,849
40.4% to 40.6%,6/6/2022 12:00:00 AM,$0.24,$0.27,$0.23,$0.27,1878
40.7% to 40.9%,6/6/2022 12:00:00 AM,$0.31,$0.42,$0.31,$0.38,4034
41.3% to 41.5%,6/6/2022 12:00:00 AM,$0.15,$0.15,$0.08,$0.08,2402
41.6% to 41.8%,6/6/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,5372
39.8% to 40.0%,6/6/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,3806
41.9% or higher,6/6/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,2079
40.1% to 40.3%,6/7/2022 12:00:00 AM,$0.04,$0.08,$0.02,$0.04,5684
41.0% to 41.2%,6/7/2022 12:00:00 AM,$0.27,$0.28,$0.17,$0.24,1397
39.7% or lower,6/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,627
40.4% to 40.6%,6/7/2022 12:00:00 AM,$0.27,$0.44,$0.19,$0.27,1489
40.7% to 40.9%,6/7/2022 12:00:00 AM,$0.38,$0.49,$0.34,$0.47,1720
41.3% to 41.5%,6/7/2022 12:00:00 AM,$0.08,$0.11,$0.03,$0.05,2702
41.6% to 41.8%,6/7/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6497
39.8% to 40.0%,6/7/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6716
41.9% or higher,6/7/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1428
40.1% to 40.3%,6/8/2022 12:00:00 AM,$0.04,$0.21,$0.01,$0.01,22120
41.0% to 41.2%,6/8/2022 12:00:00 AM,$0.24,$0.39,$0.01,$0.01,20402
39.7% or lower,6/8/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7857
40.4% to 40.6%,6/8/2022 12:00:00 AM,$0.27,$0.99,$0.17,$0.99,20234
40.7% to 40.9%,6/8/2022 12:00:00 AM,$0.47,$0.57,$0.01,$0.01,16775
41.3% to 41.5%,6/8/2022 12:00:00 AM,$0.05,$0.08,$0.01,$0.01,15528
41.6% to 41.8%,6/8/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,3798
39.8% to 40.0%,6/8/2022 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,10915
41.9% or higher,6/8/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,57
40.1% to 40.3%,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,220
41.0% to 41.2%,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,25
39.7% or lower,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.4% to 40.6%,6/9/2022 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,1244
40.7% to 40.9%,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,955
41.3% to 41.5%,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,34
41.6% to 41.8%,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,20
39.8% to 40.0%,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,20
41.9% or higher,6/9/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
