ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
40.1% to 40.3%,6/3/2022 12:00:00 AM,$0.10,$0.18,$0.07,$0.07,3887
41.0% to 41.2%,6/3/2022 12:00:00 AM,$0.24,$0.25,$0.20,$0.25,2947
39.7% or lower,6/3/2022 12:00:00 AM,$0.03,$0.03,$0.01,$0.01,9146
40.4% to 40.6%,6/3/2022 12:00:00 AM,$0.24,$0.29,$0.22,$0.22,3522
40.7% to 40.9%,6/3/2022 12:00:00 AM,$0.27,$0.31,$0.26,$0.29,1573
41.3% to 41.5%,6/3/2022 12:00:00 AM,$0.09,$0.15,$0.08,$0.15,3424
41.6% to 41.8%,6/3/2022 12:00:00 AM,$0.05,$0.05,$0.02,$0.05,5289
39.8% to 40.0%,6/3/2022 12:00:00 AM,$0.05,$0.06,$0.01,$0.02,7461
41.9% or higher,6/3/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.02,6863
40.1% to 40.3%,6/4/2022 12:00:00 AM,$0.07,$0.07,$0.05,$0.05,2713
41.0% to 41.2%,6/4/2022 12:00:00 AM,$0.25,$0.31,$0.25,$0.31,837
39.7% or lower,6/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2054
40.4% to 40.6%,6/4/2022 12:00:00 AM,$0.22,$0.22,$0.13,$0.13,1548
40.7% to 40.9%,6/4/2022 12:00:00 AM,$0.29,$0.30,$0.24,$0.29,1492
41.3% to 41.5%,6/4/2022 12:00:00 AM,$0.15,$0.20,$0.14,$0.20,963
41.6% to 41.8%,6/4/2022 12:00:00 AM,$0.05,$0.09,$0.04,$0.07,1931
39.8% to 40.0%,6/4/2022 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,1653
41.9% or higher,6/4/2022 12:00:00 AM,$0.02,$0.05,$0.02,$0.04,1790
40.1% to 40.3%,6/5/2022 12:00:00 AM,$0.05,$0.10,$0.05,$0.08,2822
41.0% to 41.2%,6/5/2022 12:00:00 AM,$0.31,$0.31,$0.25,$0.26,849
39.7% or lower,6/5/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2877
