ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
47.1% to 47.3%,8/31/2021 12:00:00 AM,$0.20,$0.35,$0.05,$0.12,19147
47.4% to 47.6%,8/31/2021 12:00:00 AM,$0.15,$0.33,$0.01,$0.06,31651
46.2% to 46.4%,8/31/2021 12:00:00 AM,$0.07,$0.27,$0.05,$0.18,14972
48.0% or higher,8/31/2021 12:00:00 AM,$0.07,$0.09,$0.01,$0.02,18499
45.9% to 46.1%,8/31/2021 12:00:00 AM,$0.05,$0.17,$0.03,$0.10,14011
46.5% to 46.7%,8/31/2021 12:00:00 AM,$0.14,$0.37,$0.09,$0.27,12932
46.8% to 47.0%,9/1/2021 12:00:00 AM,$0.28,$0.38,$0.01,$0.01,43548
47.7% to 47.9%,9/1/2021 12:00:00 AM,$0.01,$0.05,$0.01,$0.01,14821
45.8% or lower,9/1/2021 12:00:00 AM,$0.08,$0.99,$0.07,$0.99,94196
47.1% to 47.3%,9/1/2021 12:00:00 AM,$0.12,$0.17,$0.01,$0.01,30327
47.4% to 47.6%,9/1/2021 12:00:00 AM,$0.06,$0.12,$0.01,$0.01,23645
46.2% to 46.4%,9/1/2021 12:00:00 AM,$0.18,$0.28,$0.01,$0.01,63472
48.0% or higher,9/1/2021 12:00:00 AM,$0.02,$0.05,$0.01,$0.01,14829
45.9% to 46.1%,9/1/2021 12:00:00 AM,$0.10,$0.44,$0.01,$0.01,58999
46.5% to 46.7%,9/1/2021 12:00:00 AM,$0.27,$0.30,$0.01,$0.01,53501
46.8% to 47.0%,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
47.7% to 47.9%,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
45.8% or lower,9/2/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,1465
47.1% to 47.3%,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
47.4% to 47.6%,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
46.2% to 46.4%,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
48.0% or higher,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
45.9% to 46.1%,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,423
46.5% to 46.7%,9/2/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
