ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
46.8% to 47.0%,8/27/2021 12:00:00 AM,$0.08,$0.13,$0.06,$0.09,5328
47.7% to 47.9%,8/27/2021 12:00:00 AM,$0.02,$0.09,$0.01,$0.06,5995
45.8% or lower,8/27/2021 12:00:00 AM,$0.50,$0.53,$0.24,$0.25,20837
47.1% to 47.3%,8/27/2021 12:00:00 AM,$0.06,$0.24,$0.05,$0.09,6189
47.4% to 47.6%,8/27/2021 12:00:00 AM,$0.04,$0.10,$0.03,$0.06,6957
46.2% to 46.4%,8/27/2021 12:00:00 AM,$0.10,$0.12,$0.07,$0.09,6488
48.0% or higher,8/27/2021 12:00:00 AM,$0.02,$0.20,$0.02,$0.14,10383
45.9% to 46.1%,8/27/2021 12:00:00 AM,$0.16,$0.18,$0.04,$0.08,7081
46.5% to 46.7%,8/27/2021 12:00:00 AM,$0.08,$0.20,$0.07,$0.09,4552
46.8% to 47.0%,8/28/2021 12:00:00 AM,$0.09,$0.16,$0.09,$0.14,1916
47.7% to 47.9%,8/28/2021 12:00:00 AM,$0.06,$0.08,$0.06,$0.07,3340
45.8% or lower,8/28/2021 12:00:00 AM,$0.25,$0.32,$0.24,$0.32,3366
47.1% to 47.3%,8/28/2021 12:00:00 AM,$0.09,$0.12,$0.09,$0.12,1241
47.4% to 47.6%,8/28/2021 12:00:00 AM,$0.06,$0.11,$0.06,$0.09,2971
46.2% to 46.4%,8/28/2021 12:00:00 AM,$0.09,$0.10,$0.08,$0.10,1124
48.0% or higher,8/28/2021 12:00:00 AM,$0.14,$0.21,$0.07,$0.09,2759
45.9% to 46.1%,8/28/2021 12:00:00 AM,$0.08,$0.10,$0.07,$0.09,1602
46.5% to 46.7%,8/28/2021 12:00:00 AM,$0.09,$0.18,$0.08,$0.13,1082
46.8% to 47.0%,8/29/2021 12:00:00 AM,$0.14,$0.15,$0.10,$0.13,2202
47.7% to 47.9%,8/29/2021 12:00:00 AM,$0.07,$0.09,$0.05,$0.08,2178
45.8% or lower,8/29/2021 12:00:00 AM,$0.32,$0.37,$0.23,$0.26,4532
47.1% to 47.3%,8/29/2021 12:00:00 AM,$0.12,$0.15,$0.11,$0.13,2028
47.4% to 47.6%,8/29/2021 12:00:00 AM,$0.09,$0.17,$0.08,$0.16,4477
46.2% to 46.4%,8/29/2021 12:00:00 AM,$0.10,$0.10,$0.07,$0.09,1057
48.0% or higher,8/29/2021 12:00:00 AM,$0.09,$0.14,$0.05,$0.07,5228
45.9% to 46.1%,8/29/2021 12:00:00 AM,$0.09,$0.09,$0.06,$0.08,1490
46.5% to 46.7%,8/29/2021 12:00:00 AM,$0.13,$0.13,$0.08,$0.10,1911
46.8% to 47.0%,8/30/2021 12:00:00 AM,$0.13,$0.23,$0.12,$0.17,5737
47.7% to 47.9%,8/30/2021 12:00:00 AM,$0.08,$0.13,$0.07,$0.09,11305
45.8% or lower,8/30/2021 12:00:00 AM,$0.26,$0.27,$0.04,$0.06,16305
47.1% to 47.3%,8/30/2021 12:00:00 AM,$0.13,$0.30,$0.11,$0.20,5713
47.4% to 47.6%,8/30/2021 12:00:00 AM,$0.16,$0.27,$0.08,$0.15,7106
46.2% to 46.4%,8/30/2021 12:00:00 AM,$0.09,$0.11,$0.07,$0.07,4942
48.0% or higher,8/30/2021 12:00:00 AM,$0.07,$0.13,$0.03,$0.07,9245
45.9% to 46.1%,8/30/2021 12:00:00 AM,$0.08,$0.09,$0.04,$0.05,5530
46.5% to 46.7%,8/30/2021 12:00:00 AM,$0.10,$0.19,$0.09,$0.14,4333
46.8% to 47.0%,8/31/2021 12:00:00 AM,$0.17,$0.40,$0.12,$0.28,22435
47.7% to 47.9%,8/31/2021 12:00:00 AM,$0.09,$0.13,$0.01,$0.01,16338
45.8% or lower,8/31/2021 12:00:00 AM,$0.06,$0.13,$0.03,$0.08,24906
