ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
41.9% to 42.1%,4/30/2022 12:00:00 AM,$0.12,$0.19,$0.12,$0.15,437
40.4% to 40.6%,4/30/2022 12:00:00 AM,$0.06,$0.10,$0.05,$0.05,946
40.3% or lower,4/30/2022 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,893
42.2% to 42.4%,4/30/2022 12:00:00 AM,$0.06,$0.07,$0.05,$0.07,1493
40.7% to 40.9%,4/30/2022 12:00:00 AM,$0.10,$0.18,$0.10,$0.18,195
41.3% to 41.5%,4/30/2022 12:00:00 AM,$0.18,$0.20,$0.16,$0.18,824
42.5% or higher,4/30/2022 12:00:00 AM,$0.03,$0.05,$0.03,$0.03,660
41.0% to 41.2%,4/30/2022 12:00:00 AM,$0.19,$0.21,$0.19,$0.20,307
41.6% to 41.8%,4/30/2022 12:00:00 AM,$0.19,$0.20,$0.17,$0.19,478
41.9% to 42.1%,5/1/2022 12:00:00 AM,$0.15,$0.16,$0.11,$0.16,1604
40.4% to 40.6%,5/1/2022 12:00:00 AM,$0.05,$0.06,$0.04,$0.05,385
40.3% or lower,5/1/2022 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,345
42.2% to 42.4%,5/1/2022 12:00:00 AM,$0.07,$0.08,$0.05,$0.07,1240
40.7% to 40.9%,5/1/2022 12:00:00 AM,$0.18,$0.18,$0.15,$0.15,210
41.3% to 41.5%,5/1/2022 12:00:00 AM,$0.18,$0.19,$0.13,$0.18,755
42.5% or higher,5/1/2022 12:00:00 AM,$0.03,$0.05,$0.03,$0.04,1567
41.0% to 41.2%,5/1/2022 12:00:00 AM,$0.20,$0.20,$0.19,$0.20,432
41.6% to 41.8%,5/1/2022 12:00:00 AM,$0.19,$0.19,$0.18,$0.19,438
41.9% to 42.1%,5/2/2022 12:00:00 AM,$0.16,$0.22,$0.11,$0.22,1179
40.4% to 40.6%,5/2/2022 12:00:00 AM,$0.05,$0.05,$0.02,$0.02,1719
40.3% or lower,5/2/2022 12:00:00 AM,$0.03,$0.04,$0.01,$0.01,1885
42.2% to 42.4%,5/2/2022 12:00:00 AM,$0.07,$0.18,$0.06,$0.11,835
40.7% to 40.9%,5/2/2022 12:00:00 AM,$0.15,$0.15,$0.02,$0.15,1683
41.3% to 41.5%,5/2/2022 12:00:00 AM,$0.18,$0.21,$0.16,$0.19,605
42.5% or higher,5/2/2022 12:00:00 AM,$0.04,$0.06,$0.04,$0.05,991
41.0% to 41.2%,5/2/2022 12:00:00 AM,$0.20,$0.20,$0.05,$0.05,1486
41.6% to 41.8%,5/2/2022 12:00:00 AM,$0.19,$0.25,$0.13,$0.23,741
41.9% to 42.1%,5/3/2022 12:00:00 AM,$0.22,$0.32,$0.15,$0.26,1009
40.4% to 40.6%,5/3/2022 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,3706
40.3% or lower,5/3/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1832
42.2% to 42.4%,5/3/2022 12:00:00 AM,$0.11,$0.30,$0.06,$0.30,1849
40.7% to 40.9%,5/3/2022 12:00:00 AM,$0.15,$0.15,$0.01,$0.01,3027
41.3% to 41.5%,5/3/2022 12:00:00 AM,$0.19,$0.22,$0.04,$0.04,1882
42.5% or higher,5/3/2022 12:00:00 AM,$0.05,$0.09,$0.04,$0.08,1124
41.0% to 41.2%,5/3/2022 12:00:00 AM,$0.05,$0.12,$0.01,$0.01,3128
41.6% to 41.8%,5/3/2022 12:00:00 AM,$0.23,$0.26,$0.14,$0.23,510
41.9% to 42.1%,5/4/2022 12:00:00 AM,$0.26,$0.55,$0.15,$0.52,4546
40.4% to 40.6%,5/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,811
40.3% or lower,5/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,720
42.2% to 42.4%,5/4/2022 12:00:00 AM,$0.30,$0.54,$0.15,$0.29,8175
40.7% to 40.9%,5/4/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,904
41.3% to 41.5%,5/4/2022 12:00:00 AM,$0.04,$0.11,$0.01,$0.01,4739
42.5% or higher,5/4/2022 12:00:00 AM,$0.08,$0.26,$0.04,$0.07,7598
41.0% to 41.2%,5/4/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1199
41.6% to 41.8%,5/4/2022 12:00:00 AM,$0.23,$0.25,$0.02,$0.09,3981
41.9% to 42.1%,5/5/2022 12:00:00 AM,$0.52,$0.54,$0.04,$0.07,13144
40.4% to 40.6%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.3% or lower,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
42.2% to 42.4%,5/5/2022 12:00:00 AM,$0.29,$0.78,$0.29,$0.77,18265
40.7% to 40.9%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.3% to 41.5%,5/5/2022 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1179
42.5% or higher,5/5/2022 12:00:00 AM,$0.07,$0.27,$0.06,$0.15,13765
41.0% to 41.2%,5/5/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
41.6% to 41.8%,5/5/2022 12:00:00 AM,$0.09,$0.11,$0.01,$0.01,7204
41.9% to 42.1%,5/6/2022 12:00:00 AM,$0.07,$0.11,$0.01,$0.01,6485
40.4% to 40.6%,5/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
40.3% or lower,5/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
42.2% to 42.4%,5/6/2022 12:00:00 AM,$0.77,$0.78,$0.01,$0.01,19597
40.7% to 40.9%,5/6/2022 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
