ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
43.0% to 43.2%,11/10/2021 12:00:00 AM,$0.20,$0.92,$0.01,$0.01,118965
41.7% or lower,11/10/2021 12:00:00 AM,$0.01,$0.05,$0.01,$0.01,23045
42.4% to 42.6%,11/10/2021 12:00:00 AM,$0.25,$0.64,$0.01,$0.01,80758
42.7% to 42.9%,11/10/2021 12:00:00 AM,$0.37,$0.99,$0.06,$0.99,114885
43.3% to 43.5%,11/10/2021 12:00:00 AM,$0.04,$0.12,$0.01,$0.01,40121
43.6% to 43.8%,11/10/2021 12:00:00 AM,$0.01,$0.04,$0.01,$0.01,12592
41.8% to 42.0%,11/10/2021 12:00:00 AM,$0.04,$0.08,$0.01,$0.01,49787
43.9% or higher,11/10/2021 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,4161
42.1% to 42.3%,11/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1
43.0% to 43.2%,11/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,140
41.7% or lower,11/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
42.4% to 42.6%,11/11/2021 12:00:00 AM,$0.01,$0.09,$0.01,$0.01,7841
42.7% to 42.9%,11/11/2021 12:00:00 AM,$0.99,$0.99,$0.99,$0.99,6585
43.3% to 43.5%,11/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,18
43.6% to 43.8%,11/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
41.8% to 42.0%,11/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
43.9% or higher,11/11/2021 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
